,AwayTeam,Country,Date,Div,Division,FTAG,FTHG,HomeTeam,ODDA,ODDD,ODDH,over,season,under
193,Goias,Brazil,2014-09-07,BR1,1,0,0,Chapecoense-SC,3.6,3.1,2.15,2.7,2014,1.44
194,Corinthians,Brazil,2014-09-07,BR1,1,0,0,Criciuma,2.2,3.1,3.5,2.7,2014,1.44
195,Cruzeiro,Brazil,2014-09-07,BR1,1,3,3,Fluminense,2.75,3.3,2.5,1.95,2014,1.85
196,Figueirense,Brazil,2014-09-07,BR1,1,3,2,Internacional,8.5,4.33,1.4,2.08,2014,1.73
197,Sport Recife,Brazil,2014-09-07,BR1,1,0,2,Sao Paulo,8.0,4.5,1.4,1.95,2014,1.85
198,Gremio,Brazil,2014-09-06,BR1,1,1,0,Flamengo RJ,3.1,3.1,2.4,2.7,2014,1.44
199,Vitoria,Brazil,2014-09-06,BR1,1,1,3,Santos,7.5,3.75,1.5,1.95,2014,1.85
200,Santos,Brazil,2014-08-31,BR1,1,0,1,Botafogo RJ,2.88,3.0,2.6,2.3,2014,1.6
201,Fluminense,Brazil,2014-08-31,BR1,1,1,1,Corinthians,5.0,3.5,1.73,2.15,2014,1.67
202,Atletico-MG,Brazil,2014-08-31,BR1,1,0,0,Coritiba,3.1,3.1,2.38,2.05,2014,1.75
203,Sao Paulo,Brazil,2014-08-31,BR1,1,1,1,Figueirense,2.4,3.3,2.88,2.3,2014,1.6
204,Atletico-PR,Brazil,2014-08-31,BR1,1,1,3,Goias,3.5,3.2,2.15,2.25,2014,1.62
205,Bahia,Brazil,2014-08-31,BR1,1,0,1,Gremio,6.5,3.4,1.62,2.5,2014,1.5
206,Criciuma,Brazil,2014-08-31,BR1,1,0,2,Sport Recife,4.75,3.3,1.8,2.25,2014,1.62
207,Flamengo RJ,Brazil,2014-08-31,BR1,1,2,1,Vitoria,3.2,3.2,2.3,2.25,2014,1.62
208,Chapecoense-SC,Brazil,2014-08-30,BR1,1,2,4,Cruzeiro,10.0,5.0,1.3,1.95,2014,1.85
209,Internacional,Brazil,2014-08-30,BR1,1,1,0,Palmeiras,2.6,3.1,2.8,2.7,2014,1.44
210,Bahia,Brazil,2014-08-24,BR1,1,0,0,Atletico-PR,4.33,3.4,1.85,2.35,2014,1.57
211,Flamengo RJ,Brazil,2014-08-24,BR1,1,2,0,Criciuma,3.6,3.0,2.2,2.5,2014,1.5
212,Sport Recife,Brazil,2014-08-24,BR1,1,0,4,Fluminense,6.0,4.0,1.53,1.95,2014,1.85
213,Cruzeiro,Brazil,2014-08-24,BR1,1,1,0,Goias,2.05,3.3,3.6,2.25,2014,1.62
214,Corinthians,Brazil,2014-08-24,BR1,1,1,2,Gremio,3.5,3.1,2.2,2.88,2014,1.4
215,Coritiba,Brazil,2014-08-24,BR1,1,0,1,Palmeiras,4.0,3.2,2.0,2.2,2014,1.65
216,Santos,Brazil,2014-08-24,BR1,1,1,2,Sao Paulo,4.5,3.5,1.8,2.1,2014,1.7
217,Figueirense,Brazil,2014-08-24,BR1,1,1,0,Vitoria,4.33,3.4,1.85,2.05,2014,1.75
218,Internacional,Brazil,2014-08-23,BR1,1,0,1,Atletico-MG,3.6,3.3,2.05,2.15,2014,1.67
219,Chapecoense-SC,Brazil,2014-08-23,BR1,1,0,1,Botafogo RJ,4.5,3.4,1.83,2.5,2014,1.5
220,Goias,Brazil,2014-08-22,BR1,1,2,5,Corinthians,7.5,3.6,1.53,2.5,2014,1.5
221,Gremio,Brazil,2014-08-22,BR1,1,0,1,Cruzeiro,5.5,3.6,1.67,2.1,2014,1.7
222,Criciuma,Brazil,2014-08-21,BR1,1,0,0,Bahia,4.5,3.3,1.85,2.6,2014,1.48
223,Fluminense,Brazil,2014-08-21,BR1,1,0,1,Chapecoense-SC,2.5,3.1,2.9,2.4,2014,1.53
224,Vitoria,Brazil,2014-08-21,BR1,1,0,2,Coritiba,4.75,3.5,1.75,2.2,2014,1.65
225,Botafogo RJ,Brazil,2014-08-21,BR1,1,0,1,Figueirense,3.1,3.3,2.3,2.2,2014,1.65
226,Atletico-MG,Brazil,2014-08-21,BR1,1,1,2,Flamengo RJ,2.6,3.3,2.63,2.1,2014,1.7
227,Sao Paulo,Brazil,2014-08-21,BR1,1,1,0,Internacional,4.0,3.4,1.91,2.1,2014,1.7
228,Atletico-PR,Brazil,2014-08-21,BR1,1,0,2,Santos,5.25,3.6,1.67,1.95,2014,1.85
229,Palmeiras,Brazil,2014-08-21,BR1,1,1,2,Sport Recife,3.2,3.25,2.25,2.25,2014,1.62
