,AwayTeam,Country,Date,Div,Division,FTAG,FTHG,HomeTeam,ODDA,ODDD,ODDH,over,season,under
40,Fluminense,Brazil,2003-11-23,BR1,1,1,3,Santos,,,,,2003,
41,Goias,Brazil,2003-11-23,BR1,1,0,1,Sao Caetano,,,,,2003,
42,Vitoria,Brazil,2003-11-23,BR1,1,1,3,Sao Paulo,,,,,2003,
43,Fortaleza,Brazil,2003-11-22,BR1,1,0,2,Atletico-MG,,,,,2003,
44,Ponte Preta,Brazil,2003-11-22,BR1,1,1,1,Coritiba,,,,,2003,
45,Internacional,Brazil,2003-11-22,BR1,1,2,3,Figueirense,,,,,2003,
46,Criciuma,Brazil,2003-11-22,BR1,1,0,1,Flamengo RJ,,,,,2003,
47,Vasco,Brazil,2003-11-22,BR1,1,3,4,Gremio,,,,,2003,
48,Internacional,Brazil,2003-11-09,BR1,1,2,1,Atletico-MG,,,,,2003,
49,Sao Paulo,Brazil,2003-11-09,BR1,1,3,4,Atletico-PR,,,,,2003,
50,Goias,Brazil,2003-11-09,BR1,1,0,2,Corinthians,,,,,2003,
51,Juventude,Brazil,2003-11-09,BR1,1,1,2,Figueirense,,,,,2003,
52,Flamengo RJ,Brazil,2003-11-09,BR1,1,1,4,Fortaleza,,,,,2003,
53,Santos,Brazil,2003-11-09,BR1,1,4,3,Ponte Preta,,,,,2003,
54,Bahia,Brazil,2003-11-09,BR1,1,1,4,Sao Caetano,,,,,2003,
55,Cruzeiro,Brazil,2003-11-09,BR1,1,1,0,Vasco,,,,,2003,
56,Guarani,Brazil,2003-11-09,BR1,1,0,0,Vitoria,,,,,2003,
57,Parana,Brazil,2003-11-08,BR1,1,2,1,Criciuma,,,,,2003,
58,Coritiba,Brazil,2003-11-08,BR1,1,2,3,Fluminense,,,,,2003,
59,Paysandu PA,Brazil,2003-11-08,BR1,1,0,2,Gremio,,,,,2003,
60,Ponte Preta,Brazil,2003-11-06,BR1,1,0,1,Bahia,,,,,2003,
61,Atletico-MG,Brazil,2003-11-06,BR1,1,2,3,Flamengo RJ,,,,,2003,
62,Atletico-PR,Brazil,2003-11-06,BR1,1,1,4,Goias,,,,,2003,
63,Sao Caetano,Brazil,2003-11-06,BR1,1,1,0,Guarani,,,,,2003,
64,Corinthians,Brazil,2003-11-05,BR1,1,0,1,Coritiba,,,,,2003,
65,Gremio,Brazil,2003-11-05,BR1,1,0,3,Cruzeiro,,,,,2003,
66,Fortaleza,Brazil,2003-11-05,BR1,1,1,1,Internacional,,,,,2003,
67,Criciuma,Brazil,2003-11-05,BR1,1,1,3,Juventude,,,,,2003,
68,Figueirense,Brazil,2003-11-05,BR1,1,1,1,Parana,,,,,2003,
69,Vasco,Brazil,2003-11-05,BR1,1,2,1,Paysandu PA,,,,,2003,
70,Vitoria,Brazil,2003-11-05,BR1,1,1,3,Santos,,,,,2003,
71,Fluminense,Brazil,2003-11-05,BR1,1,0,1,Sao Paulo,,,,,2003,
72,Paysandu PA,Brazil,2003-11-02,BR1,1,0,6,Figueirense,,,,,2003,
73,Cruzeiro,Brazil,2003-11-02,BR1,1,2,1,Fortaleza,,,,,2003,
74,Flamengo RJ,Brazil,2003-11-02,BR1,1,2,2,Juventude,,,,,2003,
75,Corinthians,Brazil,2003-11-02,BR1,1,1,3,Santos,,,,,2003,
76,Coritiba,Brazil,2003-11-02,BR1,1,0,1,Sao Paulo,,,,,2003,
77,Internacional,Brazil,2003-11-02,BR1,1,1,0,Vasco,,,,,2003,
78,Goias,Brazil,2003-11-02,BR1,1,4,3,Vitoria,,,,,2003,
79,Criciuma,Brazil,2003-11-01,BR1,1,1,1,Atletico-MG,,,,,2003,
80,Sao Caetano,Brazil,2003-11-01,BR1,1,0,1,Atletico-PR,,,,,2003,
81,Ponte Preta,Brazil,2003-11-01,BR1,1,2,2,Fluminense,,,,,2003,
82,Parana,Brazil,2003-11-01,BR1,1,2,0,Gremio,,,,,2003,
83,Bahia,Brazil,2003-11-01,BR1,1,2,3,Guarani,,,,,2003,
84,Atletico-PR,Brazil,2003-10-26,BR1,1,3,2,Corinthians,,,,,2003,
85,Fortaleza,Brazil,2003-10-26,BR1,1,2,2,Criciuma,,,,,2003,
86,Gremio,Brazil,2003-10-26,BR1,1,1,2,Flamengo RJ,,,,,2003,
87,Guarani,Brazil,2003-10-26,BR1,1,0,3,Goias,,,,,2003,
88,Juventude,Brazil,2003-10-26,BR1,1,0,0,Internacional,,,,,2003,
89,Vasco,Brazil,2003-10-26,BR1,1,3,3,Parana,,,,,2003,
90,Atletico-MG,Brazil,2003-10-26,BR1,1,0,1,Paysandu PA,,,,,2003,
91,Sao Paulo,Brazil,2003-10-26,BR1,1,1,0,Sao Caetano,,,,,2003,
92,Fluminense,Brazil,2003-10-25,BR1,1,2,2,Bahia,,,,,2003,
93,Santos,Brazil,2003-10-25,BR1,1,4,0,Coritiba,,,,,2003,
94,Figueirense,Brazil,2003-10-25,BR1,1,0,1,Cruzeiro,,,,,2003,
95,Vitoria,Brazil,2003-10-25,BR1,1,1,1,Ponte Preta,,,,,2003,
96,Parana,Brazil,2003-10-23,BR1,1,2,2,Atletico-MG,,,,,2003,
97,Gremio,Brazil,2003-10-23,BR1,1,2,1,Juventude,,,,,2003,
98,Criciuma,Brazil,2003-10-23,BR1,1,0,4,Paysandu PA,,,,,2003,
99,Guarani,Brazil,2003-10-23,BR1,1,3,3,Sao Paulo,,,,,2003,
100,Fortaleza,Brazil,2003-10-23,BR1,1,1,1,Vasco,,,,,2003,
101,Vitoria,Brazil,2003-10-22,BR1,1,2,1,Atletico-PR,,,,,2003,
102,Santos,Brazil,2003-10-22,BR1,1,7,4,Bahia,,,,,2003,
103,Flamengo RJ,Brazil,2003-10-22,BR1,1,0,0,Figueirense,,,,,2003,
104,Corinthians,Brazil,2003-10-22,BR1,1,0,1,Fluminense,,,,,2003,
105,Cruzeiro,Brazil,2003-10-22,BR1,1,0,1,Internacional,,,,,2003,
106,Goias,Brazil,2003-10-22,BR1,1,2,0,Ponte Preta,,,,,2003,
107,Coritiba,Brazil,2003-10-22,BR1,1,0,2,Sao Caetano,,,,,2003,
108,Ponte Preta,Brazil,2003-10-19,BR1,1,0,3,Corinthians,,,,,2003,
109,Vasco,Brazil,2003-10-19,BR1,1,1,2,Criciuma,,,,,2003,
110,Juventude,Brazil,2003-10-19,BR1,1,2,1,Cruzeiro,,,,,2003,
111,Figueirense,Brazil,2003-10-19,BR1,1,1,1,Fortaleza,,,,,2003,
112,Internacional,Brazil,2003-10-19,BR1,1,0,4,Parana,,,,,2003,
113,Atletico-PR,Brazil,2003-10-19,BR1,1,2,3,Santos,,,,,2003,
114,Sao Caetano,Brazil,2003-10-19,BR1,1,0,0,Vitoria,,,,,2003,
115,Bahia,Brazil,2003-10-18,BR1,1,2,3,Coritiba,,,,,2003,
116,Paysandu PA,Brazil,2003-10-18,BR1,1,0,2,Flamengo RJ,,,,,2003,
117,Sao Paulo,Brazil,2003-10-18,BR1,1,1,3,Goias,,,,,2003,
118,Atletico-MG,Brazil,2003-10-18,BR1,1,2,2,Gremio,,,,,2003,
119,Fluminense,Brazil,2003-10-18,BR1,1,0,2,Guarani,,,,,2003,
120,Fortaleza,Brazil,2003-10-15,BR1,1,0,3,Paysandu PA,,,,,2003,
121,Cruzeiro,Brazil,2003-10-12,BR1,1,1,0,Atletico-MG,,,,,2003,
122,Criciuma,Brazil,2003-10-12,BR1,1,2,4,Figueirense,,,,,2003,
123,Vasco,Brazil,2003-10-12,BR1,1,1,2,Flamengo RJ,,,,,2003,
124,Fluminense,Brazil,2003-10-12,BR1,1,1,6,Goias,,,,,2003,
125,Gremio,Brazil,2003-10-12,BR1,1,1,0,Internacional,,,,,2003,
126,Parana,Brazil,2003-10-12,BR1,1,1,1,Juventude,,,,,2003,
127,Corinthians,Brazil,2003-10-12,BR1,1,0,3,Sao Paulo,,,,,2003,
128,Bahia,Brazil,2003-10-12,BR1,1,1,2,Vitoria,,,,,2003,
129,Coritiba,Brazil,2003-10-11,BR1,1,0,2,Atletico-PR,,,,,2003,
130,Ponte Preta,Brazil,2003-10-11,BR1,1,3,1,Guarani,,,,,2003,
131,Santos,Brazil,2003-10-11,BR1,1,2,2,Sao Caetano,,,,,2003,
132,Atletico-MG,Brazil,2003-10-09,BR1,1,1,0,Figueirense,,,,,2003,
133,Vitoria,Brazil,2003-10-09,BR1,1,0,2,Fluminense,,,,,2003,
134,Criciuma,Brazil,2003-10-09,BR1,1,0,2,Internacional,,,,,2003,
135,Paysandu PA,Brazil,2003-10-09,BR1,1,2,4,Parana,,,,,2003,
136,Sao Paulo,Brazil,2003-10-08,BR1,1,0,3,Bahia,,,,,2003,
137,Sao Caetano,Brazil,2003-10-08,BR1,1,3,0,Corinthians,,,,,2003,
138,Goias,Brazil,2003-10-08,BR1,1,0,1,Coritiba,,,,,2003,
139,Flamengo RJ,Brazil,2003-10-08,BR1,1,0,2,Cruzeiro,,,,,2003,
140,Gremio,Brazil,2003-10-08,BR1,1,2,2,Fortaleza,,,,,2003,
141,Atletico-PR,Brazil,2003-10-08,BR1,1,2,2,Ponte Preta,,,,,2003,
142,Guarani,Brazil,2003-10-08,BR1,1,1,1,Santos,,,,,2003,
143,Juventude,Brazil,2003-10-08,BR1,1,1,1,Vasco,,,,,2003,
144,Vasco,Brazil,2003-10-05,BR1,1,1,2,Atletico-MG,,,,,2003,
145,Cruzeiro,Brazil,2003-10-05,BR1,1,3,1,Criciuma,,,,,2003,
146,Parana,Brazil,2003-10-05,BR1,1,3,0,Flamengo RJ,,,,,2003,
147,Bahia,Brazil,2003-10-05,BR1,1,1,3,Goias,,,,,2003,
148,Coritiba,Brazil,2003-10-05,BR1,1,1,2,Guarani,,,,,2003,
149,Fortaleza,Brazil,2003-10-05,BR1,1,2,2,Juventude,,,,,2003,
150,Corinthians,Brazil,2003-10-05,BR1,1,2,1,Vitoria,,,,,2003,
151,Fluminense,Brazil,2003-10-04,BR1,1,0,0,Atletico-PR,,,,,2003,
152,Figueirense,Brazil,2003-10-04,BR1,1,1,3,Gremio,,,,,2003,
153,Internacional,Brazil,2003-10-04,BR1,1,0,0,Paysandu PA,,,,,2003,
154,Ponte Preta,Brazil,2003-10-04,BR1,1,0,1,Sao Caetano,,,,,2003,
155,Santos,Brazil,2003-10-04,BR1,1,2,1,Sao Paulo,,,,,2003,
156,Figueirense,Brazil,2003-09-28,BR1,1,1,1,Bahia,,,,,2003,
157,Paysandu PA,Brazil,2003-09-28,BR1,1,0,1,Coritiba,,,,,2003,
158,Goias,Brazil,2003-09-28,BR1,1,0,1,Criciuma,,,,,2003,
159,Vitoria,Brazil,2003-09-28,BR1,1,0,1,Cruzeiro,,,,,2003,
160,Atletico-MG,Brazil,2003-09-28,BR1,1,1,0,Fluminense,,,,,2003,
161,Guarani,Brazil,2003-09-28,BR1,1,0,3,Fortaleza,,,,,2003,
162,Corinthians,Brazil,2003-09-28,BR1,1,1,6,Juventude,,,,,2003,
163,Vasco,Brazil,2003-09-28,BR1,1,2,2,Ponte Preta,,,,,2003,
164,Parana,Brazil,2003-09-28,BR1,1,0,2,Sao Caetano,,,,,2003,
165,Atletico-PR,Brazil,2003-09-27,BR1,1,1,2,Flamengo RJ,,,,,2003,
166,Santos,Brazil,2003-09-27,BR1,1,0,1,Internacional,,,,,2003,
167,Gremio,Brazil,2003-09-27,BR1,1,1,3,Sao Paulo,,,,,2003,
168,Sao Caetano,Brazil,2003-09-25,BR1,1,1,3,Atletico-MG,,,,,2003,
169,Fluminense,Brazil,2003-09-25,BR1,1,2,2,Figueirense,,,,,2003,
170,Coritiba,Brazil,2003-09-25,BR1,1,1,2,Vasco,,,,,2003,
171,Internacional,Brazil,2003-09-24,BR1,1,1,2,Atletico-PR,,,,,2003,
172,Cruzeiro,Brazil,2003-09-24,BR1,1,1,0,Corinthians,,,,,2003,
173,Fortaleza,Brazil,2003-09-24,BR1,1,1,0,Goias,,,,,2003,
174,Ponte Preta,Brazil,2003-09-24,BR1,1,2,2,Gremio,,,,,2003,
175,Flamengo RJ,Brazil,2003-09-24,BR1,1,3,5,Guarani,,,,,2003,
176,Sao Paulo,Brazil,2003-09-24,BR1,1,2,4,Parana,,,,,2003,
177,Bahia,Brazil,2003-09-24,BR1,1,0,4,Paysandu PA,,,,,2003,
178,Juventude,Brazil,2003-09-24,BR1,1,1,1,Santos,,,,,2003,
179,Criciuma,Brazil,2003-09-24,BR1,1,1,1,Vitoria,,,,,2003,
180,Vasco,Brazil,2003-09-21,BR1,1,0,3,Bahia,,,,,2003,
181,Corinthians,Brazil,2003-09-21,BR1,1,0,1,Criciuma,,,,,2003,
182,Goias,Brazil,2003-09-21,BR1,1,1,1,Flamengo RJ,,,,,2003,
183,Vitoria,Brazil,2003-09-21,BR1,1,0,1,Fortaleza,,,,,2003,
184,Atletico-PR,Brazil,2003-09-21,BR1,1,0,4,Juventude,,,,,2003,
185,Parana,Brazil,2003-09-21,BR1,1,0,4,Ponte Preta,,,,,2003,
186,Figueirense,Brazil,2003-09-21,BR1,1,2,0,Sao Caetano,,,,,2003,
187,Atletico-MG,Brazil,2003-09-21,BR1,1,2,2,Sao Paulo,,,,,2003,
188,Gremio,Brazil,2003-09-20,BR1,1,0,1,Coritiba,,,,,2003,
189,Santos,Brazil,2003-09-20,BR1,1,0,3,Cruzeiro,,,,,2003,
190,Paysandu PA,Brazil,2003-09-20,BR1,1,1,1,Fluminense,,,,,2003,
191,Guarani,Brazil,2003-09-20,BR1,1,0,2,Internacional,,,,,2003,
192,Ponte Preta,Brazil,2003-09-14,BR1,1,0,2,Atletico-MG,,,,,2003,
193,Sao Paulo,Brazil,2003-09-14,BR1,1,2,2,Figueirense,,,,,2003,
194,Internacional,Brazil,2003-09-14,BR1,1,1,3,Goias,,,,,2003,
195,Juventude,Brazil,2003-09-14,BR1,1,0,2,Guarani,,,,,2003,
196,Coritiba,Brazil,2003-09-14,BR1,1,3,2,Parana,,,,,2003,
197,Sao Caetano,Brazil,2003-09-14,BR1,1,0,1,Paysandu PA,,,,,2003,
198,Fluminense,Brazil,2003-09-14,BR1,1,0,1,Vasco,,,,,2003,
199,Flamengo RJ,Brazil,2003-09-14,BR1,1,0,1,Vitoria,,,,,2003,
200,Cruzeiro,Brazil,2003-09-13,BR1,1,4,1,Atletico-PR,,,,,2003,
201,Fortaleza,Brazil,2003-09-13,BR1,1,0,2,Corinthians,,,,,2003,
202,Bahia,Brazil,2003-09-13,BR1,1,1,1,Gremio,,,,,2003,
203,Criciuma,Brazil,2003-09-13,BR1,1,2,5,Santos,,,,,2003,
204,Parana,Brazil,2003-08-31,BR1,1,2,4,Bahia,,,,,2003,
205,Atletico-MG,Brazil,2003-08-31,BR1,1,2,2,Coritiba,,,,,2003,
206,Atletico-PR,Brazil,2003-08-31,BR1,1,0,2,Criciuma,,,,,2003,
207,Corinthians,Brazil,2003-08-31,BR1,1,0,1,Flamengo RJ,,,,,2003,
208,Goias,Brazil,2003-08-31,BR1,1,2,0,Juventude,,,,,2003,
209,Figueirense,Brazil,2003-08-31,BR1,1,1,1,Ponte Preta,,,,,2003,
210,Vasco,Brazil,2003-08-31,BR1,1,0,1,Sao Caetano,,,,,2003,
211,Guarani,Brazil,2003-08-30,BR1,1,1,4,Cruzeiro,,,,,2003,
212,Gremio,Brazil,2003-08-30,BR1,1,0,2,Fluminense,,,,,2003,
213,Santos,Brazil,2003-08-30,BR1,1,0,0,Fortaleza,,,,,2003,
214,Vitoria,Brazil,2003-08-30,BR1,1,1,0,Internacional,,,,,2003,
215,Paysandu PA,Brazil,2003-08-30,BR1,1,0,1,Sao Paulo,,,,,2003,
216,Bahia,Brazil,2003-08-24,BR1,1,0,1,Atletico-MG,,,,,2003,
217,Internacional,Brazil,2003-08-24,BR1,1,1,3,Corinthians,,,,,2003,
218,Coritiba,Brazil,2003-08-24,BR1,1,2,1,Figueirense,,,,,2003,
219,Criciuma,Brazil,2003-08-24,BR1,1,0,1,Guarani,,,,,2003,
220,Fluminense,Brazil,2003-08-24,BR1,1,0,2,Parana,,,,,2003,
221,Ponte Preta,Brazil,2003-08-24,BR1,1,2,3,Paysandu PA,,,,,2003,
222,Sao Paulo,Brazil,2003-08-24,BR1,1,2,3,Vasco,,,,,2003,
223,Juventude,Brazil,2003-08-24,BR1,1,0,3,Vitoria,,,,,2003,
224,Fortaleza,Brazil,2003-08-23,BR1,1,1,3,Atletico-PR,,,,,2003,
225,Cruzeiro,Brazil,2003-08-23,BR1,1,0,1,Goias,,,,,2003,
226,Sao Caetano,Brazil,2003-08-23,BR1,1,0,0,Gremio,,,,,2003,
227,Flamengo RJ,Brazil,2003-08-23,BR1,1,1,2,Santos,,,,,2003,
228,Ponte Preta,Brazil,2003-08-21,BR1,1,0,3,Criciuma,,,,,2003,
229,Atletico-MG,Brazil,2003-08-21,BR1,1,2,2,Guarani,,,,,2003,
230,Fluminense,Brazil,2003-08-21,BR1,1,1,0,Internacional,,,,,2003,
231,Figueirense,Brazil,2003-08-20,BR1,1,2,1,Atletico-PR,,,,,2003,
232,Vasco,Brazil,2003-08-20,BR1,1,0,0,Corinthians,,,,,2003,
233,Coritiba,Brazil,2003-08-20,BR1,1,2,2,Cruzeiro,,,,,2003,
234,Sao Caetano,Brazil,2003-08-20,BR1,1,0,1,Flamengo RJ,,,,,2003,
235,Sao Paulo,Brazil,2003-08-20,BR1,1,2,0,Fortaleza,,,,,2003,
236,Parana,Brazil,2003-08-20,BR1,1,0,1,Goias,,,,,2003,
237,Bahia,Brazil,2003-08-20,BR1,1,0,1,Juventude,,,,,2003,
238,Paysandu PA,Brazil,2003-08-20,BR1,1,0,2,Santos,,,,,2003,
239,Gremio,Brazil,2003-08-20,BR1,1,1,4,Vitoria,,,,,2003,
240,Flamengo RJ,Brazil,2003-08-17,BR1,1,1,0,Fluminense,,,,,2003,
241,Goias,Brazil,2003-08-17,BR1,1,1,0,Gremio,,,,,2003,
242,Guarani,Brazil,2003-08-17,BR1,1,0,0,Parana,,,,,2003,
243,Corinthians,Brazil,2003-08-17,BR1,1,2,2,Paysandu PA,,,,,2003,
244,Cruzeiro,Brazil,2003-08-17,BR1,1,3,1,Ponte Preta,,,,,2003,
245,Fortaleza,Brazil,2003-08-17,BR1,1,0,3,Sao Caetano,,,,,2003,
246,Atletico-PR,Brazil,2003-08-16,BR1,1,2,1,Atletico-MG,,,,,2003,
247,Internacional,Brazil,2003-08-16,BR1,1,3,1,Bahia,,,,,2003,
248,Juventude,Brazil,2003-08-16,BR1,1,0,1,Coritiba,,,,,2003,
249,Santos,Brazil,2003-08-16,BR1,1,0,1,Figueirense,,,,,2003,
250,Criciuma,Brazil,2003-08-16,BR1,1,0,0,Sao Paulo,,,,,2003,
251,Vitoria,Brazil,2003-08-16,BR1,1,0,1,Vasco,,,,,2003,
252,Corinthians,Brazil,2003-08-10,BR1,1,3,2,Atletico-MG,,,,,2003,
253,Fortaleza,Brazil,2003-08-10,BR1,1,0,1,Bahia,,,,,2003,
254,Flamengo RJ,Brazil,2003-08-10,BR1,1,0,5,Coritiba,,,,,2003,
255,Vitoria,Brazil,2003-08-10,BR1,1,2,1,Figueirense,,,,,2003,
256,Atletico-PR,Brazil,2003-08-10,BR1,1,1,1,Gremio,,,,,2003,
257,Goias,Brazil,2003-08-10,BR1,1,2,2,Paysandu PA,,,,,2003,
258,Internacional,Brazil,2003-08-10,BR1,1,4,1,Ponte Preta,,,,,2003,
259,Guarani,Brazil,2003-08-10,BR1,1,0,0,Vasco,,,,,2003,
260,Criciuma,Brazil,2003-08-09,BR1,1,1,1,Fluminense,,,,,2003,
261,Santos,Brazil,2003-08-09,BR1,1,2,1,Parana,,,,,2003,
262,Cruzeiro,Brazil,2003-08-09,BR1,1,0,2,Sao Caetano,,,,,2003,
263,Juventude,Brazil,2003-08-09,BR1,1,1,3,Sao Paulo,,,,,2003,
264,Figueirense,Brazil,2003-08-07,BR1,1,1,0,Corinthians,,,,,2003,
265,Bahia,Brazil,2003-08-07,BR1,1,0,6,Flamengo RJ,,,,,2003,
266,Gremio,Brazil,2003-08-07,BR1,1,0,2,Guarani,,,,,2003,
267,Coritiba,Brazil,2003-08-07,BR1,1,0,1,Internacional,,,,,2003,
268,Parana,Brazil,2003-08-06,BR1,1,0,1,Atletico-PR,,,,,2003,
269,Sao Caetano,Brazil,2003-08-06,BR1,1,1,0,Criciuma,,,,,2003,
270,Sao Paulo,Brazil,2003-08-06,BR1,1,1,1,Cruzeiro,,,,,2003,
271,Fluminense,Brazil,2003-08-06,BR1,1,1,3,Fortaleza,,,,,2003,
272,Vasco,Brazil,2003-08-06,BR1,1,1,3,Goias,,,,,2003,
273,Ponte Preta,Brazil,2003-08-06,BR1,1,0,0,Juventude,,,,,2003,
274,Atletico-MG,Brazil,2003-08-06,BR1,1,3,3,Santos,,,,,2003,
275,Paysandu PA,Brazil,2003-08-06,BR1,1,1,1,Vitoria,,,,,2003,
276,Vitoria,Brazil,2003-08-03,BR1,1,0,1,Atletico-MG,,,,,2003,
277,Criciuma,Brazil,2003-08-03,BR1,1,2,2,Bahia,,,,,2003,
278,Fortaleza,Brazil,2003-08-03,BR1,1,1,1,Coritiba,,,,,2003,
279,Goias,Brazil,2003-08-03,BR1,1,1,0,Figueirense,,,,,2003,
280,Corinthians,Brazil,2003-08-03,BR1,1,1,1,Parana,,,,,2003,
281,Guarani,Brazil,2003-08-03,BR1,1,1,6,Paysandu PA,,,,,2003,
282,Flamengo RJ,Brazil,2003-08-03,BR1,1,1,1,Ponte Preta,,,,,2003,
283,Atletico-PR,Brazil,2003-08-03,BR1,1,1,2,Vasco,,,,,2003,
284,Cruzeiro,Brazil,2003-08-02,BR1,1,2,2,Fluminense,,,,,2003,
285,Santos,Brazil,2003-08-02,BR1,1,0,2,Gremio,,,,,2003,
286,Juventude,Brazil,2003-08-02,BR1,1,1,1,Sao Caetano,,,,,2003,
287,Internacional,Brazil,2003-08-02,BR1,1,2,0,Sao Paulo,,,,,2003,
288,Criciuma,Brazil,2003-07-31,BR1,1,1,2,Parana,,,,,2003,
289,Ponte Preta,Brazil,2003-07-30,BR1,1,0,0,Goias,,,,,2003,
290,Santos,Brazil,2003-07-30,BR1,1,2,0,Atletico-PR,,,,,2003,
291,Gremio,Brazil,2003-07-27,BR1,1,0,1,Corinthians,,,,,2003,
292,Coritiba,Brazil,2003-07-27,BR1,1,3,2,Criciuma,,,,,2003,
293,Bahia,Brazil,2003-07-27,BR1,1,2,5,Cruzeiro,,,,,2003,
294,Sao Paulo,Brazil,2003-07-27,BR1,1,1,1,Flamengo RJ,,,,,2003,
295,Ponte Preta,Brazil,2003-07-27,BR1,1,3,2,Fortaleza,,,,,2003,
296,Figueirense,Brazil,2003-07-27,BR1,1,0,3,Guarani,,,,,2003,
297,Sao Caetano,Brazil,2003-07-27,BR1,1,0,0,Internacional,,,,,2003,
298,Fluminense,Brazil,2003-07-27,BR1,1,1,2,Juventude,,,,,2003,
299,Parana,Brazil,2003-07-27,BR1,1,3,0,Vitoria,,,,,2003,
300,Paysandu PA,Brazil,2003-07-26,BR1,1,1,1,Atletico-PR,,,,,2003,
301,Atletico-MG,Brazil,2003-07-26,BR1,1,1,1,Goias,,,,,2003,
302,Vasco,Brazil,2003-07-26,BR1,1,1,2,Santos,,,,,2003,
303,Vitoria,Brazil,2003-07-24,BR1,1,1,1,Coritiba,,,,,2003,
304,Internacional,Brazil,2003-07-24,BR1,1,1,2,Flamengo RJ,,,,,2003,
305,Criciuma,Brazil,2003-07-24,BR1,1,2,0,Gremio,,,,,2003,
306,Fluminense,Brazil,2003-07-24,BR1,1,0,2,Sao Caetano,,,,,2003,
307,Ponte Preta,Brazil,2003-07-24,BR1,1,2,1,Sao Paulo,,,,,2003,
308,Juventude,Brazil,2003-07-23,BR1,1,1,2,Atletico-MG,,,,,2003,
309,Corinthians,Brazil,2003-07-23,BR1,1,0,0,Bahia,,,,,2003,
310,Vasco,Brazil,2003-07-23,BR1,1,0,0,Figueirense,,,,,2003,
311,Atletico-PR,Brazil,2003-07-23,BR1,1,0,1,Guarani,,,,,2003,
