,AwayTeam,Country,Date,Div,Division,FTAG,FTHG,HomeTeam,ODDA,ODDD,ODDH,over,season,under
67,Sao Paulo,Brazil,2004-11-14,BR1,1,0,0,Vasco,2.29,3.2,2.62,,2004,
68,Coritiba,Brazil,2004-11-13,BR1,1,1,4,Botafogo RJ,3.6,3.25,1.83,,2004,
69,Fluminense,Brazil,2004-11-13,BR1,1,1,1,Corinthians,4.5,3.5,1.62,,2004,
70,Ponte Preta,Brazil,2004-11-13,BR1,1,1,6,Gremio,3.25,3.2,2.0,,2004,
71,Cruzeiro,Brazil,2004-11-13,BR1,1,1,4,Sao Caetano,6.0,3.5,1.5,,2004,
72,Parana,Brazil,2004-11-10,BR1,1,1,2,Sao Caetano,7.0,3.75,1.4,,2004,
73,Figueirense,Brazil,2004-11-07,BR1,1,0,2,Coritiba,4.2,3.3,1.73,,2004,
74,Santos,Brazil,2004-11-07,BR1,1,1,1,Criciuma,2.2,3.3,2.75,,2004,
75,Vasco,Brazil,2004-11-07,BR1,1,2,3,Cruzeiro,3.5,3.2,1.91,,2004,
76,Atletico-PR,Brazil,2004-11-07,BR1,1,2,1,Fluminense,2.5,3.25,2.38,,2004,
77,Corinthians,Brazil,2004-11-07,BR1,1,0,3,Internacional,2.38,3.0,2.75,,2004,
78,Sao Caetano,Brazil,2004-11-07,BR1,1,3,0,Ponte Preta,,,,,2004,
79,Botafogo RJ,Brazil,2004-11-07,BR1,1,2,5,Sao Paulo,,,,,2004,
80,Juventude,Brazil,2004-11-07,BR1,1,1,1,Vitoria,,,,,2004,
81,Guarani,Brazil,2004-11-06,BR1,1,0,1,Flamengo RJ,4.0,3.4,1.73,,2004,
82,Atletico-MG,Brazil,2004-11-06,BR1,1,0,1,Goias,,,,,2004,
83,Paysandu PA,Brazil,2004-11-06,BR1,1,0,1,Palmeiras,8.0,4.0,1.33,,2004,
84,Gremio,Brazil,2004-11-06,BR1,1,0,1,Parana,,,,,2004,
85,Sao Caetano,Brazil,2004-11-03,BR1,1,2,4,Sao Paulo,3.6,3.25,1.83,,2004,
86,Criciuma,Brazil,2004-10-31,BR1,1,2,2,Atletico-MG,3.1,3.3,2.0,,2004,
87,Ponte Preta,Brazil,2004-10-31,BR1,1,2,2,Vasco,4.2,3.3,1.73,,2004,
88,Internacional,Brazil,2004-10-30,BR1,1,1,2,Atletico-PR,4.5,3.5,1.62,,2004,
89,Cruzeiro,Brazil,2004-10-30,BR1,1,1,2,Botafogo RJ,3.75,3.3,1.8,,2004,
90,Vitoria,Brazil,2004-10-30,BR1,1,0,1,Corinthians,5.5,3.6,1.5,,2004,
91,Sao Paulo,Brazil,2004-10-30,BR1,1,0,1,Figueirense,2.29,3.25,2.62,,2004,
92,Palmeiras,Brazil,2004-10-30,BR1,1,3,2,Gremio,2.29,3.25,2.62,,2004,
93,Goias,Brazil,2004-10-30,BR1,1,1,1,Guarani,2.8,3.2,2.2,,2004,
94,Flamengo RJ,Brazil,2004-10-30,BR1,1,0,1,Juventude,4.2,3.25,1.73,,2004,
95,Coritiba,Brazil,2004-10-30,BR1,1,0,0,Paysandu PA,3.75,3.25,1.8,,2004,
96,Fluminense,Brazil,2004-10-30,BR1,1,0,5,Santos,,,,,2004,
97,Vasco,Brazil,2004-10-27,BR1,1,1,0,Coritiba,4.0,3.25,1.8,,2004,
98,Corinthians,Brazil,2004-10-27,BR1,1,1,1,Criciuma,2.75,3.25,2.2,,2004,
99,Santos,Brazil,2004-10-27,BR1,1,1,1,Flamengo RJ,,,,,2004,
100,Juventude,Brazil,2004-10-27,BR1,1,1,7,Fluminense,,,,,2004,
101,Guarani,Brazil,2004-10-27,BR1,1,3,1,Internacional,7.0,3.75,1.4,,2004,
102,Figueirense,Brazil,2004-10-27,BR1,1,1,2,Parana,3.3,3.3,1.91,,2004,
103,Paysandu PA,Brazil,2004-10-27,BR1,1,0,3,Ponte Preta,4.5,3.3,1.67,,2004,
104,Gremio,Brazil,2004-10-26,BR1,1,0,2,Cruzeiro,4.5,3.3,1.67,,2004,
105,Atletico-PR,Brazil,2004-10-26,BR1,1,0,2,Goias,2.75,3.25,2.2,,2004,
106,Botafogo RJ,Brazil,2004-10-26,BR1,1,1,2,Palmeiras,6.5,3.5,1.44,,2004,
107,Atletico-MG,Brazil,2004-10-26,BR1,1,1,2,Vitoria,3.5,3.4,1.83,,2004,
108,Figueirense,Brazil,2004-10-24,BR1,1,1,2,Criciuma,3.5,3.4,1.83,,2004,
109,Ponte Preta,Brazil,2004-10-24,BR1,1,0,0,Guarani,3.75,3.25,1.8,,2004,
110,Corinthians,Brazil,2004-10-24,BR1,1,2,1,Parana,3.0,3.25,2.1,,2004,
111,Fluminense,Brazil,2004-10-24,BR1,1,0,2,Sao Caetano,5.5,3.5,1.5,,2004,
112,Santos,Brazil,2004-10-24,BR1,1,0,1,Sao Paulo,2.88,3.25,2.2,,2004,
113,Flamengo RJ,Brazil,2004-10-24,BR1,1,0,1,Vasco,2.2,3.25,2.88,,2004,
114,Vitoria,Brazil,2004-10-23,BR1,1,1,1,Botafogo RJ,,,,,2004,
115,Juventude,Brazil,2004-10-23,BR1,1,3,2,Coritiba,3.5,3.4,1.83,,2004,
116,Atletico-MG,Brazil,2004-10-23,BR1,1,3,0,Cruzeiro,3.0,3.25,2.1,,2004,
117,Internacional,Brazil,2004-10-23,BR1,1,3,1,Gremio,3.0,3.2,2.1,,2004,
118,Atletico-PR,Brazil,2004-10-23,BR1,1,1,3,Palmeiras,3.0,3.25,2.1,,2004,
119,Goias,Brazil,2004-10-23,BR1,1,2,4,Paysandu PA,2.88,3.25,2.2,,2004,
120,Sao Paulo,Brazil,2004-10-17,BR1,1,5,0,Atletico-MG,2.5,3.2,2.4,,2004,
121,Parana,Brazil,2004-10-17,BR1,1,1,1,Atletico-PR,7.0,4.0,1.36,,2004,
122,Criciuma,Brazil,2004-10-17,BR1,1,1,3,Flamengo RJ,6.0,3.4,1.5,,2004,
123,Cruzeiro,Brazil,2004-10-17,BR1,1,0,2,Guarani,3.5,3.3,1.83,,2004,
124,Botafogo RJ,Brazil,2004-10-17,BR1,1,1,3,Internacional,4.0,3.4,1.73,,2004,
125,Palmeiras,Brazil,2004-10-17,BR1,1,2,0,Juventude,3.5,3.4,1.83,,2004,
126,Paysandu PA,Brazil,2004-10-17,BR1,1,0,3,Sao Caetano,8.0,4.33,1.3,,2004,
127,Coritiba,Brazil,2004-10-16,BR1,1,0,0,Corinthians,4.5,3.5,1.62,,2004,
128,Gremio,Brazil,2004-10-16,BR1,1,0,2,Figueirense,5.0,3.5,1.57,,2004,
129,Goias,Brazil,2004-10-16,BR1,1,4,1,Fluminense,4.0,3.4,1.73,,2004,
130,Ponte Preta,Brazil,2004-10-16,BR1,1,0,4,Santos,8.0,4.5,1.29,,2004,
131,Vasco,Brazil,2004-10-16,BR1,1,1,4,Vitoria,3.5,3.5,1.8,,2004,
132,Guarani,Brazil,2004-10-07,BR1,1,2,3,Atletico-MG,4.5,3.5,1.62,,2004,
133,Sao Caetano,Brazil,2004-10-07,BR1,1,1,1,Botafogo RJ,2.8,3.25,2.2,,2004,
134,Atletico-PR,Brazil,2004-10-07,BR1,1,3,3,Juventude,2.5,3.2,2.5,,2004,
135,Parana,Brazil,2004-10-07,BR1,1,1,1,Palmeiras,6.5,3.8,1.4,,2004,
136,Flamengo RJ,Brazil,2004-10-07,BR1,1,2,2,Paysandu PA,3.75,3.3,1.83,,2004,
137,Cruzeiro,Brazil,2004-10-06,BR1,1,1,1,Coritiba,3.75,3.25,1.8,,2004,
138,Internacional,Brazil,2004-10-06,BR1,1,1,2,Criciuma,3.1,3.3,2.0,,2004,
139,Vitoria,Brazil,2004-10-06,BR1,1,0,4,Goias,7.5,3.5,1.44,,2004,
140,Fluminense,Brazil,2004-10-06,BR1,1,3,2,Gremio,3.5,3.4,1.83,,2004,
141,Sao Paulo,Brazil,2004-10-06,BR1,1,1,0,Ponte Preta,2.75,3.2,2.25,,2004,
142,Corinthians,Brazil,2004-10-06,BR1,1,1,1,Santos,5.0,3.5,1.53,,2004,
143,Figueirense,Brazil,2004-10-06,BR1,1,0,1,Vasco,3.0,3.25,2.0,,2004,
144,Atletico-MG,Brazil,2004-10-02,BR1,1,0,5,Atletico-PR,8.0,4.0,1.33,,2004,
145,Juventude,Brazil,2004-10-02,BR1,1,2,1,Corinthians,4.33,3.2,1.73,,2004,
146,Ponte Preta,Brazil,2004-10-02,BR1,1,0,5,Cruzeiro,4.0,3.2,1.8,,2004,
147,Flamengo RJ,Brazil,2004-10-02,BR1,1,2,3,Figueirense,3.5,3.4,1.83,,2004,
148,Botafogo RJ,Brazil,2004-10-02,BR1,1,4,1,Fluminense,4.0,3.2,1.8,,2004,
149,Criciuma,Brazil,2004-10-02,BR1,1,0,2,Gremio,4.5,3.5,1.62,,2004,
150,Santos,Brazil,2004-10-02,BR1,1,1,0,Guarani,1.8,3.2,4.0,,2004,
151,Coritiba,Brazil,2004-10-02,BR1,1,0,1,Parana,2.25,3.2,2.75,,2004,
152,Goias,Brazil,2004-10-02,BR1,1,0,2,Sao Caetano,4.33,3.4,1.67,,2004,
153,Palmeiras,Brazil,2004-10-02,BR1,1,1,2,Sao Paulo,2.88,3.0,2.25,,2004,
154,Internacional,Brazil,2004-10-02,BR1,1,0,2,Vasco,3.0,3.4,2.0,,2004,
155,Paysandu PA,Brazil,2004-10-02,BR1,1,1,4,Vitoria,4.0,3.2,1.8,,2004,
156,Guarani,Brazil,2004-09-29,BR1,1,1,1,Criciuma,4.5,3.3,1.67,,2004,
157,Corinthians,Brazil,2004-09-29,BR1,1,0,0,Flamengo RJ,3.1,3.3,2.0,,2004,
158,Juventude,Brazil,2004-09-29,BR1,1,2,1,Goias,4.2,3.3,1.73,,2004,
159,Santos,Brazil,2004-09-29,BR1,1,1,2,Internacional,,,,,2004,
160,Sao Caetano,Brazil,2004-09-29,BR1,1,1,3,Palmeiras,3.0,3.2,2.1,,2004,
161,Vasco,Brazil,2004-09-29,BR1,1,1,2,Parana,3.1,3.3,2.0,,2004,
162,Botafogo RJ,Brazil,2004-09-29,BR1,1,1,1,Ponte Preta,4.2,3.3,1.7,,2004,
163,Atletico-PR,Brazil,2004-09-29,BR1,1,3,2,Vitoria,2.1,3.2,3.0,,2004,
164,Gremio,Brazil,2004-09-28,BR1,1,1,2,Coritiba,5.0,3.5,1.57,,2004,
165,Figueirense,Brazil,2004-09-28,BR1,1,3,3,Cruzeiro,4.5,3.5,1.62,,2004,
166,Atletico-MG,Brazil,2004-09-28,BR1,1,1,1,Fluminense,5.0,3.5,1.57,,2004,
167,Paysandu PA,Brazil,2004-09-28,BR1,1,0,7,Sao Paulo,5.5,3.6,1.5,,2004,
168,Flamengo RJ,Brazil,2004-09-26,BR1,1,1,2,Atletico-PR,6.0,3.5,1.5,,2004,
169,Parana,Brazil,2004-09-26,BR1,1,3,4,Botafogo RJ,4.5,3.4,1.67,,2004,
170,Goias,Brazil,2004-09-26,BR1,1,0,1,Corinthians,4.2,3.3,1.73,,2004,
171,Criciuma,Brazil,2004-09-26,BR1,1,0,1,Juventude,6.0,3.5,1.5,,2004,
172,Vitoria,Brazil,2004-09-26,BR1,1,1,4,Santos,9.99,6.0,1.12,,2004,
173,Palmeiras,Brazil,2004-09-26,BR1,1,5,2,Vasco,3.0,3.25,2.1,,2004,
174,Internacional,Brazil,2004-09-25,BR1,1,1,1,Atletico-MG,3.4,3.25,1.91,,2004,
175,Sao Paulo,Brazil,2004-09-25,BR1,1,1,2,Gremio,2.6,3.25,2.38,,2004,
176,Fluminense,Brazil,2004-09-25,BR1,1,1,1,Guarani,2.6,3.25,2.29,,2004,
177,Cruzeiro,Brazil,2004-09-25,BR1,1,1,3,Paysandu PA,3.2,3.3,1.91,,2004,
178,Coritiba,Brazil,2004-09-25,BR1,1,0,1,Sao Caetano,3.75,3.5,1.62,,2004,
179,Ponte Preta,Brazil,2004-09-24,BR1,1,1,0,Figueirense,,,,,2004,
180,Vasco,Brazil,2004-09-19,BR1,1,2,2,Botafogo RJ,2.38,3.2,2.62,,2004,
181,Sao Paulo,Brazil,2004-09-19,BR1,1,0,0,Corinthians,2.4,3.25,2.5,,2004,
182,Palmeiras,Brazil,2004-09-19,BR1,1,0,0,Coritiba,3.5,3.25,1.91,,2004,
183,Atletico-PR,Brazil,2004-09-19,BR1,1,4,2,Cruzeiro,2.6,3.25,2.38,,2004,
184,Goias,Brazil,2004-09-19,BR1,1,0,4,Flamengo RJ,3.5,3.25,1.91,,2004,
185,Vitoria,Brazil,2004-09-19,BR1,1,1,2,Internacional,6.0,3.5,1.5,,2004,
186,Ponte Preta,Brazil,2004-09-19,BR1,1,2,1,Juventude,4.5,3.5,1.67,,2004,
187,Figueirense,Brazil,2004-09-19,BR1,1,1,3,Paysandu PA,4.0,3.2,1.73,,2004,
188,Fluminense,Brazil,2004-09-18,BR1,1,2,0,Criciuma,3.0,3.4,2.0,,2004,
189,Guarani,Brazil,2004-09-18,BR1,1,0,0,Parana,3.5,3.4,1.91,,2004,
190,Atletico-MG,Brazil,2004-09-18,BR1,1,0,2,Santos,8.0,4.0,1.33,,2004,
191,Gremio,Brazil,2004-09-18,BR1,1,0,2,Sao Caetano,6.0,3.5,1.5,,2004,
192,Coritiba,Brazil,2004-09-12,BR1,1,1,2,Atletico-MG,3.2,3.2,2.0,,2004,
193,Corinthians,Brazil,2004-09-12,BR1,1,1,3,Atletico-PR,4.5,3.25,1.73,,2004,
194,Botafogo RJ,Brazil,2004-09-12,BR1,1,1,3,Figueirense,4.5,3.25,1.73,,2004,
195,Flamengo RJ,Brazil,2004-09-12,BR1,1,1,2,Fluminense,2.5,3.25,2.4,,2004,
196,Paysandu PA,Brazil,2004-09-12,BR1,1,1,1,Gremio,4.5,3.25,1.73,,2004,
197,Santos,Brazil,2004-09-12,BR1,1,2,1,Palmeiras,2.2,3.25,2.75,,2004,
198,Parana,Brazil,2004-09-12,BR1,1,2,0,Ponte Preta,6.0,3.8,1.5,,2004,
199,Criciuma,Brazil,2004-09-12,BR1,1,0,1,Vitoria,3.6,3.3,1.83,,2004,
200,Internacional,Brazil,2004-09-11,BR1,1,0,1,Goias,5.0,3.5,1.57,,2004,
201,Juventude,Brazil,2004-09-11,BR1,1,1,3,Guarani,2.5,3.1,2.5,,2004,
202,Cruzeiro,Brazil,2004-09-11,BR1,1,0,0,Sao Paulo,4.5,3.25,1.73,,2004,
203,Sao Caetano,Brazil,2004-09-11,BR1,1,2,1,Vasco,3.0,3.2,2.1,,2004,
204,Gremio,Brazil,2004-09-09,BR1,1,1,2,Botafogo RJ,4.0,3.4,1.73,,2004,
205,Ponte Preta,Brazil,2004-09-09,BR1,1,0,2,Coritiba,4.33,3.4,1.67,,2004,
206,Fluminense,Brazil,2004-09-09,BR1,1,3,2,Vitoria,3.5,3.4,1.83,,2004,
207,Juventude,Brazil,2004-09-08,BR1,1,1,1,Atletico-MG,2.75,3.2,2.25,,2004,
208,Criciuma,Brazil,2004-09-08,BR1,1,1,2,Goias,6.0,3.5,1.5,,2004,
209,Corinthians,Brazil,2004-09-08,BR1,1,1,0,Guarani,2.29,3.2,2.62,,2004,
210,Flamengo RJ,Brazil,2004-09-08,BR1,1,0,0,Internacional,4.2,3.25,1.73,,2004,
211,Sao Paulo,Brazil,2004-09-08,BR1,1,2,0,Parana,2.62,3.1,2.38,,2004,
212,Atletico-PR,Brazil,2004-09-08,BR1,1,1,1,Santos,,,,,2004,
213,Figueirense,Brazil,2004-09-08,BR1,1,0,1,Sao Caetano,4.5,3.5,1.62,,2004,
214,Cruzeiro,Brazil,2004-09-07,BR1,1,3,1,Palmeiras,,,,,2004,
215,Paysandu PA,Brazil,2004-09-07,BR1,1,1,0,Vasco,,,,,2004,
216,Guarani,Brazil,2004-09-02,BR1,1,0,2,Atletico-PR,7.5,4.5,1.3,,2004,
217,Parana,Brazil,2004-09-02,BR1,1,4,1,Cruzeiro,,,,,2004,
218,Vitoria,Brazil,2004-09-02,BR1,1,0,2,Flamengo RJ,4.5,3.5,1.62,,2004,
219,Vasco,Brazil,2004-09-02,BR1,1,2,1,Gremio,3.2,3.2,2.0,,2004,
220,Botafogo RJ,Brazil,2004-09-02,BR1,1,0,2,Paysandu PA,4.2,3.3,1.73,,2004,
221,Atletico-MG,Brazil,2004-09-01,BR1,1,0,1,Corinthians,,,,,2004,
222,Sao Caetano,Brazil,2004-09-01,BR1,1,4,0,Criciuma,,,,,2004,
223,Goias,Brazil,2004-09-01,BR1,1,2,3,Figueirense,,,,,2004,
224,Internacional,Brazil,2004-09-01,BR1,1,1,3,Fluminense,,,,,2004,
225,Santos,Brazil,2004-09-01,BR1,1,2,1,Juventude,,,,,2004,
226,Palmeiras,Brazil,2004-09-01,BR1,1,0,0,Ponte Preta,,,,,2004,
227,Coritiba,Brazil,2004-09-01,BR1,1,3,2,Sao Paulo,,,,,2004,
228,Atletico-PR,Brazil,2004-08-29,BR1,1,2,1,Coritiba,,,,,2004,
229,Santos,Brazil,2004-08-29,BR1,1,4,4,Cruzeiro,,,,,2004,
230,Vitoria,Brazil,2004-08-29,BR1,1,1,2,Figueirense,,,,,2004,
231,Corinthians,Brazil,2004-08-29,BR1,1,1,0,Palmeiras,,,,,2004,
232,Atletico-MG,Brazil,2004-08-29,BR1,1,1,1,Ponte Preta,,,,,2004,
233,Flamengo RJ,Brazil,2004-08-29,BR1,1,1,0,Sao Caetano,,,,,2004,
234,Fluminense,Brazil,2004-08-29,BR1,1,1,1,Vasco,,,,,2004,
235,Criciuma,Brazil,2004-08-28,BR1,1,1,1,Botafogo RJ,,,,,2004,
236,Goias,Brazil,2004-08-28,BR1,1,1,1,Gremio,,,,,2004,
237,Juventude,Brazil,2004-08-28,BR1,1,2,1,Parana,,,,,2004,
238,Internacional,Brazil,2004-08-28,BR1,1,1,2,Paysandu PA,,,,,2004,
239,Guarani,Brazil,2004-08-28,BR1,1,3,3,Sao Paulo,,,,,2004,
240,Botafogo RJ,Brazil,2004-08-22,BR1,1,1,1,Atletico-MG,,,,,2004,
241,Paysandu PA,Brazil,2004-08-22,BR1,1,0,2,Atletico-PR,,,,,2004,
242,Cruzeiro,Brazil,2004-08-22,BR1,1,2,1,Criciuma,,,,,2004,
243,Sao Paulo,Brazil,2004-08-22,BR1,1,0,1,Fluminense,,,,,2004,
244,Ponte Preta,Brazil,2004-08-22,BR1,1,0,5,Goias,,,,,2004,
245,Vasco,Brazil,2004-08-22,BR1,1,1,1,Guarani,,,,,2004,
246,Coritiba,Brazil,2004-08-22,BR1,1,1,1,Internacional,,,,,2004,
247,Sao Caetano,Brazil,2004-08-22,BR1,1,2,2,Juventude,,,,,2004,
248,Figueirense,Brazil,2004-08-22,BR1,1,1,4,Santos,,,,,2004,
249,Palmeiras,Brazil,2004-08-22,BR1,1,2,2,Vitoria,,,,,2004,
250,Gremio,Brazil,2004-08-21,BR1,1,1,1,Corinthians,,,,,2004,
251,Parana,Brazil,2004-08-21,BR1,1,1,2,Flamengo RJ,,,,,2004,
252,Fluminense,Brazil,2004-08-19,BR1,1,0,2,Coritiba,,,,,2004,
253,Criciuma,Brazil,2004-08-19,BR1,1,0,2,Sao Paulo,,,,,2004,
254,Atletico-MG,Brazil,2004-08-19,BR1,1,0,3,Vasco,,,,,2004,
255,Santos,Brazil,2004-08-18,BR1,1,0,2,Botafogo RJ,,,,,2004,
256,Goias,Brazil,2004-08-18,BR1,1,3,1,Cruzeiro,,,,,2004,
257,Atletico-PR,Brazil,2004-08-18,BR1,1,1,1,Figueirense,,,,,2004,
258,Juventude,Brazil,2004-08-18,BR1,1,4,2,Gremio,,,,,2004,
259,Internacional,Brazil,2004-08-18,BR1,1,1,3,Palmeiras,,,,,2004,
260,Vitoria,Brazil,2004-08-18,BR1,1,1,4,Parana,,,,,2004,
261,Corinthians,Brazil,2004-08-18,BR1,1,1,2,Paysandu PA,,,,,2004,
262,Flamengo RJ,Brazil,2004-08-18,BR1,1,0,1,Ponte Preta,,,,,2004,
263,Guarani,Brazil,2004-08-18,BR1,1,0,3,Sao Caetano,,,,,2004,
264,Palmeiras,Brazil,2004-08-15,BR1,1,2,1,Atletico-MG,,,,,2004,
265,Sao Paulo,Brazil,2004-08-15,BR1,1,0,1,Atletico-PR,,,,,2004,
266,Vasco,Brazil,2004-08-15,BR1,1,0,1,Criciuma,,,,,2004,
267,Paysandu PA,Brazil,2004-08-15,BR1,1,1,1,Fluminense,,,,,2004,
268,Botafogo RJ,Brazil,2004-08-15,BR1,1,1,3,Goias,,,,,2004,
269,Coritiba,Brazil,2004-08-15,BR1,1,0,0,Guarani,,,,,2004,
270,Parana,Brazil,2004-08-15,BR1,1,1,5,Santos,,,,,2004,
271,Sao Caetano,Brazil,2004-08-15,BR1,1,2,1,Vitoria,,,,,2004,
272,Ponte Preta,Brazil,2004-08-14,BR1,1,0,2,Corinthians,,,,,2004,
273,Gremio,Brazil,2004-08-14,BR1,1,0,3,Flamengo RJ,,,,,2004,
274,Figueirense,Brazil,2004-08-14,BR1,1,0,4,Internacional,,,,,2004,
275,Cruzeiro,Brazil,2004-08-14,BR1,1,0,1,Juventude,,,,,2004,
276,Atletico-PR,Brazil,2004-08-12,BR1,1,1,1,Botafogo RJ,,,,,2004,
277,Criciuma,Brazil,2004-08-12,BR1,1,0,1,Coritiba,,,,,2004,
