,AwayTeam,Country,Date,Div,Division,FTAG,FTHG,HomeTeam,ODDA,ODDD,ODDH,over,season,under
39,Sao Paulo,Brazil,2005-11-16,BR1,1,0,3,Goias,,,,,2005,
40,Brasiliense,Brazil,2005-11-16,BR1,1,0,1,Internacional,,,,,2005,
41,Juventude,Brazil,2005-11-16,BR1,1,2,3,Palmeiras,,,,,2005,
42,Parana,Brazil,2005-11-16,BR1,1,0,0,Santos,,,,,2005,
43,Corinthians,Brazil,2005-11-16,BR1,1,0,1,Sao Caetano,,,,,2005,
44,Corinthians,Brazil,2005-11-13,BR1,1,1,0,Coritiba,,,,,2005,
45,Brasiliense,Brazil,2005-11-13,BR1,1,0,1,Cruzeiro,,,,,2005,
46,Atletico-PR,Brazil,2005-11-13,BR1,1,2,4,Goias,,,,,2005,
47,Sao Caetano,Brazil,2005-11-13,BR1,1,1,3,Juventude,,,,,2005,
48,Flamengo RJ,Brazil,2005-11-13,BR1,1,2,2,Ponte Preta,,,,,2005,
49,Internacional,Brazil,2005-11-13,BR1,1,4,0,Santos,,,,,2005,
50,Fluminense,Brazil,2005-11-13,BR1,1,0,2,Vasco,,,,,2005,
51,Parana,Brazil,2005-11-12,BR1,1,0,2,Botafogo RJ,,,,,2005,
52,Fortaleza,Brazil,2005-11-12,BR1,1,0,1,Figueirense,,,,,2005,
53,Sao Paulo,Brazil,2005-11-12,BR1,1,1,2,Palmeiras,,,,,2005,
54,Atletico-MG,Brazil,2005-11-12,BR1,1,2,0,Paysandu PA,,,,,2005,
55,Goias,Brazil,2005-11-06,BR1,1,2,1,Atletico-MG,,,,,2005,
56,Palmeiras,Brazil,2005-11-06,BR1,1,0,4,Atletico-PR,,,,,2005,
57,Coritiba,Brazil,2005-11-06,BR1,1,1,1,Brasiliense,,,,,2005,
58,Santos,Brazil,2005-11-06,BR1,1,1,7,Corinthians,,,,,2005,
59,Botafogo RJ,Brazil,2005-11-06,BR1,1,1,3,Flamengo RJ,,,,,2005,
60,Figueirense,Brazil,2005-11-06,BR1,1,0,2,Fluminense,,,,,2005,
61,Ponte Preta,Brazil,2005-11-06,BR1,1,1,2,Internacional,,,,,2005,
62,Paysandu PA,Brazil,2005-11-06,BR1,1,0,2,Parana,,,,,2005,
63,Vasco,Brazil,2005-11-06,BR1,1,2,1,Sao Caetano,,,,,2005,
64,Cruzeiro,Brazil,2005-11-05,BR1,1,1,3,Fortaleza,,,,,2005,
65,Juventude,Brazil,2005-11-05,BR1,1,1,3,Sao Paulo,,,,,2005,
66,Sao Caetano,Brazil,2005-11-03,BR1,1,0,1,Botafogo RJ,,,,,2005,
67,Figueirense,Brazil,2005-11-03,BR1,1,1,4,Coritiba,,,,,2005,
68,Flamengo RJ,Brazil,2005-11-03,BR1,1,1,0,Palmeiras,,,,,2005,
69,Internacional,Brazil,2005-11-03,BR1,1,1,3,Parana,,,,,2005,
70,Brasiliense,Brazil,2005-11-03,BR1,1,1,2,Paysandu PA,,,,,2005,
71,Atletico-PR,Brazil,2005-11-03,BR1,1,1,2,Vasco,,,,,2005,
72,Corinthians,Brazil,2005-11-02,BR1,1,1,2,Cruzeiro,,,,,2005,
73,Fluminense,Brazil,2005-11-02,BR1,1,2,1,Goias,,,,,2005,
74,Fortaleza,Brazil,2005-11-02,BR1,1,0,2,Juventude,,,,,2005,
75,Santos,Brazil,2005-11-02,BR1,1,1,2,Ponte Preta,,,,,2005,
76,Atletico-MG,Brazil,2005-11-02,BR1,1,2,2,Sao Paulo,,,,,2005,
77,Coritiba,Brazil,2005-10-31,BR1,1,1,2,Flamengo RJ,,,,,2005,
78,Paysandu PA,Brazil,2005-10-31,BR1,1,0,1,Internacional,,,,,2005,
79,Palmeiras,Brazil,2005-10-30,BR1,1,3,1,Atletico-MG,,,,,2005,
80,Parana,Brazil,2005-10-30,BR1,1,1,2,Atletico-PR,,,,,2005,
81,Botafogo RJ,Brazil,2005-10-30,BR1,1,0,0,Brasiliense,,,,,2005,
82,Vasco,Brazil,2005-10-30,BR1,1,1,1,Corinthians,,,,,2005,
83,Ponte Preta,Brazil,2005-10-30,BR1,1,3,4,Fluminense,,,,,2005,
84,Cruzeiro,Brazil,2005-10-30,BR1,1,2,1,Santos,,,,,2005,
85,Sao Paulo,Brazil,2005-10-30,BR1,1,1,0,Sao Caetano,,,,,2005,
86,Juventude,Brazil,2005-10-29,BR1,1,3,4,Figueirense,,,,,2005,
87,Goias,Brazil,2005-10-29,BR1,1,1,1,Fortaleza,,,,,2005,
88,Sao Caetano,Brazil,2005-10-28,BR1,1,3,1,Parana,,,,,2005,
89,Coritiba,Brazil,2005-10-28,BR1,1,2,3,Internacional,,,,,2005,
90,Atletico-PR,Brazil,2005-10-27,BR1,1,1,4,Fluminense,,,,,2005,
91,Corinthians,Brazil,2005-10-27,BR1,1,2,0,Paysandu PA,,,,,2005,
92,Botafogo RJ,Brazil,2005-10-27,BR1,1,1,0,Ponte Preta,,,,,2005,
93,Brasiliense,Brazil,2005-10-27,BR1,1,2,1,Sao Paulo,,,,,2005,
94,Fortaleza,Brazil,2005-10-26,BR1,1,3,2,Atletico-MG,,,,,2005,
95,Flamengo RJ,Brazil,2005-10-26,BR1,1,2,2,Juventude,,,,,2005,
96,Figueirense,Brazil,2005-10-26,BR1,1,2,2,Palmeiras,,,,,2005,
97,Santos,Brazil,2005-10-26,BR1,1,3,1,Vasco,,,,,2005,
98,Cruzeiro,Brazil,2005-10-25,BR1,1,3,0,Coritiba,,,,,2005,
99,Internacional,Brazil,2005-10-25,BR1,1,1,0,Goias,,,,,2005,
100,Brasiliense,Brazil,2005-10-24,BR1,1,1,1,Fluminense,,,,,2005,
101,Corinthians,Brazil,2005-10-24,BR1,1,1,1,Sao Paulo,,,,,2005,
102,Atletico-MG,Brazil,2005-10-22,BR1,1,0,2,Atletico-PR,,,,,2005,
103,Coritiba,Brazil,2005-10-22,BR1,1,0,2,Botafogo RJ,,,,,2005,
104,Parana,Brazil,2005-10-22,BR1,1,0,1,Corinthians,,,,,2005,
105,Paysandu PA,Brazil,2005-10-22,BR1,1,3,4,Cruzeiro,,,,,2005,
106,Ponte Preta,Brazil,2005-10-22,BR1,1,0,4,Figueirense,,,,,2005,
107,Palmeiras,Brazil,2005-10-22,BR1,1,1,1,Fortaleza,,,,,2005,
108,Internacional,Brazil,2005-10-22,BR1,1,1,2,Juventude,,,,,2005,
109,Santos,Brazil,2005-10-22,BR1,1,2,1,Sao Paulo,,,,,2005,
110,Flamengo RJ,Brazil,2005-10-22,BR1,1,1,2,Vasco,,,,,2005,
111,Goias,Brazil,2005-10-21,BR1,1,2,1,Brasiliense,,,,,2005,
112,Fluminense,Brazil,2005-10-21,BR1,1,2,2,Sao Caetano,,,,,2005,
113,Figueirense,Brazil,2005-10-19,BR1,1,2,2,Juventude,,,,,2005,
114,Cruzeiro,Brazil,2005-10-19,BR1,1,1,4,Paysandu PA,,,,,2005,
115,Sao Paulo,Brazil,2005-10-19,BR1,1,0,2,Ponte Preta,,,,,2005,
116,Botafogo RJ,Brazil,2005-10-19,BR1,1,0,1,Vasco,,,,,2005,
117,Cruzeiro,Brazil,2005-10-16,BR1,1,1,0,Atletico-MG,,,,,2005,
118,Sao Paulo,Brazil,2005-10-16,BR1,1,6,1,Flamengo RJ,,,,,2005,
119,Vasco,Brazil,2005-10-16,BR1,1,1,3,Internacional,,,,,2005,
120,Corinthians,Brazil,2005-10-16,BR1,1,1,1,Palmeiras,,,,,2005,
121,Sao Caetano,Brazil,2005-10-16,BR1,1,2,1,Ponte Preta,,,,,2005,
122,Goias,Brazil,2005-10-16,BR1,1,1,1,Santos,,,,,2005,
123,Juventude,Brazil,2005-10-15,BR1,1,0,1,Brasiliense,,,,,2005,
124,Atletico-PR,Brazil,2005-10-15,BR1,1,2,1,Coritiba,,,,,2005,
125,Parana,Brazil,2005-10-15,BR1,1,0,2,Figueirense,,,,,2005,
126,Botafogo RJ,Brazil,2005-10-15,BR1,1,2,3,Fluminense,,,,,2005,
127,Paysandu PA,Brazil,2005-10-15,BR1,1,2,1,Fortaleza,,,,,2005,
128,Corinthians,Brazil,2005-10-13,BR1,1,3,2,Santos,,,,,2005,
129,Fluminense,Brazil,2005-10-12,BR1,1,4,3,Juventude,,,,,2005,
130,Botafogo RJ,Brazil,2005-10-12,BR1,1,2,2,Cruzeiro,,,,,2005,
131,Figueirense,Brazil,2005-10-12,BR1,1,3,3,Vasco,,,,,2005,
132,Brasiliense,Brazil,2005-10-11,BR1,1,0,4,Atletico-PR,,,,,2005,
133,Atletico-MG,Brazil,2005-10-11,BR1,1,2,1,Flamengo RJ,,,,,2005,
134,Coritiba,Brazil,2005-10-11,BR1,1,1,2,Paysandu PA,,,,,2005,
135,Internacional,Brazil,2005-10-11,BR1,1,1,1,Sao Caetano,,,,,2005,
136,Ponte Preta,Brazil,2005-10-11,BR1,1,2,3,Sao Paulo,,,,,2005,
137,Palmeiras,Brazil,2005-10-08,BR1,1,2,1,Botafogo RJ,,,,,2005,
138,Fortaleza,Brazil,2005-10-08,BR1,1,0,3,Corinthians,,,,,2005,
139,Figueirense,Brazil,2005-10-08,BR1,1,0,4,Cruzeiro,,,,,2005,
140,Vasco,Brazil,2005-10-08,BR1,1,3,4,Goias,,,,,2005,
141,Santos,Brazil,2005-10-08,BR1,1,1,3,Juventude,,,,,2005,
142,Fluminense,Brazil,2005-10-08,BR1,1,1,6,Parana,,,,,2005,
143,Flamengo RJ,Brazil,2005-10-05,BR1,1,3,2,Brasiliense,,,,,2005,
144,Botafogo RJ,Brazil,2005-10-05,BR1,1,0,1,Figueirense,,,,,2005,
145,Corinthians,Brazil,2005-10-05,BR1,1,2,0,Fluminense,,,,,2005,
146,Atletico-PR,Brazil,2005-10-05,BR1,1,4,1,Fortaleza,,,,,2005,
147,Sao Paulo,Brazil,2005-10-05,BR1,1,0,3,Internacional,,,,,2005,
148,Paysandu PA,Brazil,2005-10-05,BR1,1,3,5,Palmeiras,,,,,2005,
149,Cruzeiro,Brazil,2005-10-05,BR1,1,3,3,Vasco,,,,,2005,
150,Parana,Brazil,2005-10-04,BR1,1,1,0,Atletico-MG,,,,,2005,
151,Goias,Brazil,2005-10-04,BR1,1,2,0,Coritiba,,,,,2005,
152,Juventude,Brazil,2005-10-04,BR1,1,2,3,Ponte Preta,,,,,2005,
153,Sao Caetano,Brazil,2005-10-04,BR1,1,0,2,Santos,,,,,2005,
154,Flamengo RJ,Brazil,2005-10-02,BR1,1,0,2,Atletico-PR,,,,,2005,
155,Sao Paulo,Brazil,2005-10-02,BR1,1,1,1,Botafogo RJ,,,,,2005,
156,Brasiliense,Brazil,2005-10-02,BR1,1,2,3,Corinthians,,,,,2005,
157,Fluminense,Brazil,2005-10-02,BR1,1,2,2,Internacional,,,,,2005,
158,Palmeiras,Brazil,2005-10-02,BR1,1,0,0,Vasco,,,,,2005,
159,Juventude,Brazil,2005-10-01,BR1,1,0,2,Cruzeiro,,,,,2005,
160,Ponte Preta,Brazil,2005-10-01,BR1,1,1,4,Goias,,,,,2005,
161,Coritiba,Brazil,2005-10-01,BR1,1,2,3,Parana,,,,,2005,
162,Figueirense,Brazil,2005-10-01,BR1,1,1,3,Paysandu PA,,,,,2005,
163,Fortaleza,Brazil,2005-10-01,BR1,1,0,0,Santos,,,,,2005,
164,Atletico-MG,Brazil,2005-10-01,BR1,1,1,3,Sao Caetano,,,,,2005,
165,Internacional,Brazil,2005-09-25,BR1,1,1,1,Atletico-MG,,,,,2005,
166,Vasco,Brazil,2005-09-25,BR1,1,0,2,Coritiba,,,,,2005,
167,Atletico-PR,Brazil,2005-09-25,BR1,1,0,2,Figueirense,,,,,2005,
168,Corinthians,Brazil,2005-09-25,BR1,1,3,1,Flamengo RJ,,,,,2005,
169,Santos,Brazil,2005-09-25,BR1,1,3,4,Fluminense,,,,,2005,
170,Botafogo RJ,Brazil,2005-09-25,BR1,1,0,0,Juventude,,,,,2005,
171,Goias,Brazil,2005-09-25,BR1,1,1,3,Palmeiras,,,,,2005,
172,Cruzeiro,Brazil,2005-09-25,BR1,1,3,2,Ponte Preta,,,,,2005,
173,Sao Caetano,Brazil,2005-09-24,BR1,1,1,1,Brasiliense,,,,,2005,
174,Parana,Brazil,2005-09-24,BR1,1,2,2,Fortaleza,,,,,2005,
175,Paysandu PA,Brazil,2005-09-24,BR1,1,1,4,Sao Paulo,,,,,2005,
176,Botafogo RJ,Brazil,2005-09-22,BR1,1,0,2,Atletico-PR,,,,,2005,
177,Atletico-MG,Brazil,2005-09-22,BR1,1,1,1,Corinthians,,,,,2005,
178,Coritiba,Brazil,2005-09-22,BR1,1,0,0,Juventude,,,,,2005,
179,Ponte Preta,Brazil,2005-09-22,BR1,1,0,0,Vasco,,,,,2005,
180,Sao Paulo,Brazil,2005-09-21,BR1,1,3,2,Cruzeiro,,,,,2005,
181,Flamengo RJ,Brazil,2005-09-21,BR1,1,2,2,Fluminense,,,,,2005,
182,Internacional,Brazil,2005-09-21,BR1,1,2,1,Fortaleza,,,,,2005,
183,Paysandu PA,Brazil,2005-09-21,BR1,1,1,4,Goias,,,,,2005,
184,Brasiliense,Brazil,2005-09-21,BR1,1,1,4,Parana,,,,,2005,
185,Palmeiras,Brazil,2005-09-21,BR1,1,1,2,Santos,,,,,2005,
186,Figueirense,Brazil,2005-09-21,BR1,1,1,0,Sao Caetano,,,,,2005,
187,Santos,Brazil,2005-09-18,BR1,1,0,3,Atletico-MG,,,,,2005,
188,Goias,Brazil,2005-09-18,BR1,1,1,3,Botafogo RJ,,,,,2005,
189,Fortaleza,Brazil,2005-09-18,BR1,1,2,0,Brasiliense,,,,,2005,
190,Fluminense,Brazil,2005-09-18,BR1,1,0,0,Coritiba,,,,,2005,
191,Corinthians,Brazil,2005-09-18,BR1,1,3,2,Figueirense,,,,,2005,
192,Atletico-PR,Brazil,2005-09-18,BR1,1,2,3,Internacional,,,,,2005,
193,Vasco,Brazil,2005-09-18,BR1,1,2,4,Sao Paulo,,,,,2005,
194,Sao Caetano,Brazil,2005-09-17,BR1,1,0,2,Flamengo RJ,,,,,2005,
195,Cruzeiro,Brazil,2005-09-17,BR1,1,1,2,Palmeiras,,,,,2005,
196,Juventude,Brazil,2005-09-17,BR1,1,0,3,Paysandu PA,,,,,2005,
197,Parana,Brazil,2005-09-17,BR1,1,0,1,Ponte Preta,,,,,2005,
198,Botafogo RJ,Brazil,2005-09-11,BR1,1,2,0,Atletico-MG,,,,,2005,
199,Atletico-PR,Brazil,2005-09-11,BR1,1,0,2,Corinthians,,,,,2005,
200,Sao Paulo,Brazil,2005-09-11,BR1,1,4,1,Coritiba,,,,,2005,
201,Figueirense,Brazil,2005-09-11,BR1,1,0,3,Internacional,,,,,2005,
202,Palmeiras,Brazil,2005-09-11,BR1,1,3,1,Parana,,,,,2005,
203,Fortaleza,Brazil,2005-09-11,BR1,1,1,2,Ponte Preta,,,,,2005,
204,Flamengo RJ,Brazil,2005-09-11,BR1,1,0,0,Santos,,,,,2005,
205,Juventude,Brazil,2005-09-11,BR1,1,2,5,Vasco,,,,,2005,
206,Cruzeiro,Brazil,2005-09-10,BR1,1,0,1,Goias,,,,,2005,
207,Paysandu PA,Brazil,2005-09-10,BR1,1,2,1,Sao Caetano,,,,,2005,
208,Internacional,Brazil,2005-09-08,BR1,1,1,1,Flamengo RJ,,,,,2005,
209,Coritiba,Brazil,2005-09-08,BR1,1,1,1,Palmeiras,,,,,2005,
210,Santos,Brazil,2005-09-07,BR1,1,3,3,Atletico-PR,,,,,2005,
211,Vasco,Brazil,2005-09-07,BR1,1,2,2,Botafogo RJ,,,,,2005,
212,Atletico-MG,Brazil,2005-09-07,BR1,1,2,1,Brasiliense,,,,,2005,
213,Fluminense,Brazil,2005-09-07,BR1,1,6,2,Cruzeiro,,,,,2005,
214,Goias,Brazil,2005-09-07,BR1,1,0,3,Figueirense,,,,,2005,
215,Sao Caetano,Brazil,2005-09-07,BR1,1,2,5,Fortaleza,,,,,2005,
216,Parana,Brazil,2005-09-07,BR1,1,0,2,Juventude,,,,,2005,
217,Ponte Preta,Brazil,2005-09-07,BR1,1,2,2,Paysandu PA,,,,,2005,
218,Ponte Preta,Brazil,2005-08-28,BR1,1,0,1,Atletico-MG,,,,,2005,
219,Botafogo RJ,Brazil,2005-08-28,BR1,1,3,3,Corinthians,,,,,2005,
220,Figueirense,Brazil,2005-08-28,BR1,1,2,2,Flamengo RJ,,,,,2005,
221,Paysandu PA,Brazil,2005-08-28,BR1,1,2,5,Fluminense,,,,,2005,
222,Vasco,Brazil,2005-08-28,BR1,1,2,4,Fortaleza,,,,,2005,
223,Cruzeiro,Brazil,2005-08-28,BR1,1,1,4,Internacional,,,,,2005,
224,Sao Paulo,Brazil,2005-08-28,BR1,1,4,0,Parana,,,,,2005,
225,Coritiba,Brazil,2005-08-28,BR1,1,0,2,Santos,,,,,2005,
226,Juventude,Brazil,2005-08-27,BR1,1,2,2,Atletico-PR,,,,,2005,
227,Palmeiras,Brazil,2005-08-27,BR1,1,2,3,Brasiliense,,,,,2005,
228,Goias,Brazil,2005-08-27,BR1,1,1,0,Sao Caetano,,,,,2005,
229,Internacional,Brazil,2005-08-25,BR1,1,1,0,Botafogo RJ,,,,,2005,
230,Fortaleza,Brazil,2005-08-25,BR1,1,0,2,Coritiba,,,,,2005,
231,Atletico-MG,Brazil,2005-08-25,BR1,1,1,0,Figueirense,,,,,2005,
232,Flamengo RJ,Brazil,2005-08-24,BR1,1,0,0,Cruzeiro,,,,,2005,
233,Parana,Brazil,2005-08-24,BR1,1,1,1,Goias,,,,,2005,
234,Corinthians,Brazil,2005-08-24,BR1,1,0,1,Juventude,,,,,2005,
235,Sao Caetano,Brazil,2005-08-24,BR1,1,1,2,Palmeiras,,,,,2005,
236,Santos,Brazil,2005-08-24,BR1,1,3,2,Paysandu PA,,,,,2005,
237,Atletico-PR,Brazil,2005-08-24,BR1,1,2,0,Ponte Preta,,,,,2005,
238,Fluminense,Brazil,2005-08-24,BR1,1,1,1,Sao Paulo,,,,,2005,
239,Brasiliense,Brazil,2005-08-24,BR1,1,0,1,Vasco,,,,,2005,
240,Ponte Preta,Brazil,2005-08-21,BR1,1,0,4,Brasiliense,,,,,2005,
241,Goias,Brazil,2005-08-21,BR1,1,1,1,Corinthians,,,,,2005,
242,Paysandu PA,Brazil,2005-08-21,BR1,1,1,2,Flamengo RJ,,,,,2005,
243,Palmeiras,Brazil,2005-08-21,BR1,1,2,2,Fluminense,,,,,2005,
244,Botafogo RJ,Brazil,2005-08-21,BR1,1,1,3,Fortaleza,,,,,2005,
245,Vasco,Brazil,2005-08-21,BR1,1,0,0,Parana,,,,,2005,
246,Figueirense,Brazil,2005-08-21,BR1,1,3,4,Santos,,,,,2005,
247,Juventude,Brazil,2005-08-20,BR1,1,1,2,Atletico-MG,,,,,2005,
248,Sao Paulo,Brazil,2005-08-20,BR1,1,2,4,Atletico-PR,,,,,2005,
249,Cruzeiro,Brazil,2005-08-20,BR1,1,1,0,Sao Caetano,,,,,2005,
250,Santos,Brazil,2005-08-14,BR1,1,3,3,Botafogo RJ,,,,,2005,
251,Parana,Brazil,2005-08-14,BR1,1,1,0,Cruzeiro,,,,,2005,
252,Brasiliense,Brazil,2005-08-14,BR1,1,2,2,Figueirense,,,,,2005,
253,Flamengo RJ,Brazil,2005-08-14,BR1,1,0,2,Goias,,,,,2005,
254,Corinthians,Brazil,2005-08-14,BR1,1,5,3,Ponte Preta,,,,,2005,
255,Fortaleza,Brazil,2005-08-14,BR1,1,2,3,Sao Paulo,,,,,2005,
256,Atletico-MG,Brazil,2005-08-14,BR1,1,1,2,Vasco,,,,,2005,
257,Sao Caetano,Brazil,2005-08-13,BR1,1,2,2,Coritiba,,,,,2005,
258,Internacional,Brazil,2005-08-13,BR1,1,2,3,Palmeiras,,,,,2005,
259,Atletico-PR,Brazil,2005-08-13,BR1,1,1,2,Paysandu PA,,,,,2005,
260,Parana,Brazil,2005-08-11,BR1,1,1,1,Flamengo RJ,,,,,2005,
261,Fortaleza,Brazil,2005-08-11,BR1,1,0,2,Fluminense,,,,,2005,
262,Juventude,Brazil,2005-08-11,BR1,1,0,1,Goias,,,,,2005,
263,Brasiliense,Brazil,2005-08-11,BR1,1,1,1,Santos,,,,,2005,
264,Atletico-MG,Brazil,2005-08-10,BR1,1,0,1,Coritiba,,,,,2005,
265,Sao Paulo,Brazil,2005-08-10,BR1,1,1,3,Figueirense,,,,,2005,
266,Corinthians,Brazil,2005-08-10,BR1,1,0,0,Internacional,,,,,2005,
267,Ponte Preta,Brazil,2005-08-10,BR1,1,1,2,Palmeiras,,,,,2005,
268,Vasco,Brazil,2005-08-10,BR1,1,2,0,Paysandu PA,,,,,2005,
269,Atletico-PR,Brazil,2005-08-10,BR1,1,2,3,Sao Caetano,,,,,2005,
270,Fluminense,Brazil,2005-08-07,BR1,1,2,1,Atletico-MG,,,,,2005,
271,Internacional,Brazil,2005-08-07,BR1,1,0,0,Brasiliense,,,,,2005,
272,Flamengo RJ,Brazil,2005-08-07,BR1,1,1,2,Fortaleza,,,,,2005,
273,Palmeiras,Brazil,2005-08-07,BR1,1,2,1,Juventude,,,,,2005,
274,Santos,Brazil,2005-08-07,BR1,1,1,1,Parana,,,,,2005,
275,Coritiba,Brazil,2005-08-07,BR1,1,3,0,Ponte Preta,,,,,2005,
276,Goias,Brazil,2005-08-07,BR1,1,1,0,Sao Paulo,,,,,2005,
277,Cruzeiro,Brazil,2005-08-06,BR1,1,4,5,Atletico-PR,,,,,2005,
278,Paysandu PA,Brazil,2005-08-06,BR1,1,0,2,Botafogo RJ,,,,,2005,
279,Sao Caetano,Brazil,2005-08-06,BR1,1,2,0,Corinthians,,,,,2005,
280,Vasco,Brazil,2005-08-04,BR1,1,2,3,Fluminense,,,,,2005,
281,Figueirense,Brazil,2005-08-04,BR1,1,2,5,Fortaleza,,,,,2005,
282,Palmeiras,Brazil,2005-08-04,BR1,1,3,3,Sao Paulo,,,,,2005,
283,Paysandu PA,Brazil,2005-08-03,BR1,1,2,2,Atletico-MG,,,,,2005,
284,Goias,Brazil,2005-08-03,BR1,1,0,1,Atletico-PR,,,,,2005,
285,Cruzeiro,Brazil,2005-08-03,BR1,1,2,1,Brasiliense,,,,,2005,
286,Coritiba,Brazil,2005-08-03,BR1,1,0,3,Corinthians,,,,,2005,
287,Ponte Preta,Brazil,2005-08-03,BR1,1,0,1,Flamengo RJ,,,,,2005,
288,Santos,Brazil,2005-08-03,BR1,1,1,0,Internacional,,,,,2005,
289,Botafogo RJ,Brazil,2005-08-03,BR1,1,0,2,Parana,,,,,2005,
290,Juventude,Brazil,2005-08-03,BR1,1,1,1,Sao Caetano,,,,,2005,
291,Flamengo RJ,Brazil,2005-07-31,BR1,1,2,0,Botafogo RJ,,,,,2005,
292,Brasiliense,Brazil,2005-07-31,BR1,1,1,1,Coritiba,,,,,2005,
293,Fluminense,Brazil,2005-07-31,BR1,1,1,1,Figueirense,,,,,2005,
294,Sao Paulo,Brazil,2005-07-31,BR1,1,1,2,Juventude,,,,,2005,
295,Atletico-PR,Brazil,2005-07-31,BR1,1,1,1,Palmeiras,,,,,2005,
296,Parana,Brazil,2005-07-31,BR1,1,4,3,Paysandu PA,,,,,2005,
297,Internacional,Brazil,2005-07-31,BR1,1,1,1,Ponte Preta,,,,,2005,
298,Fortaleza,Brazil,2005-07-30,BR1,1,0,3,Cruzeiro,,,,,2005,
299,Atletico-MG,Brazil,2005-07-30,BR1,1,1,3,Goias,,,,,2005,
300,Sao Caetano,Brazil,2005-07-30,BR1,1,2,3,Vasco,,,,,2005,
301,Paysandu PA,Brazil,2005-07-28,BR1,1,0,0,Brasiliense,,,,,2005,
302,Coritiba,Brazil,2005-07-28,BR1,1,0,0,Figueirense,,,,,2005,
303,Palmeiras,Brazil,2005-07-28,BR1,1,0,0,Flamengo RJ,,,,,2005,
304,Parana,Brazil,2005-07-28,BR1,1,2,0,Internacional,,,,,2005,
305,Sao Paulo,Brazil,2005-07-27,BR1,1,0,0,Atletico-MG,,,,,2005,
