,AwayTeam,Country,Date,Div,Division,FTAG,FTHG,HomeTeam,ODDA,ODDD,ODDH,over,season,under
37,Atletico-MG,Brazil,2013-11-17,BR1,1,0,2,Portuguesa,3.4,3.3,2.15,2.05,2013,1.75
38,Santos,Brazil,2013-11-17,BR1,1,0,2,Vitoria,4.0,3.2,2.0,2.0,2013,1.8
39,Atletico-PR,Brazil,2013-11-16,BR1,1,0,4,Botafogo RJ,3.75,3.4,2.0,2.0,2013,1.8
40,Internacional,Brazil,2013-11-15,BR1,1,1,2,Atletico-MG,5.0,3.5,1.73,2.15,2013,1.67
41,Nautico,Brazil,2013-11-15,BR1,1,0,2,Fluminense,12.0,5.5,1.25,1.53,2013,2.4
42,Portuguesa,Brazil,2013-11-14,BR1,1,0,0,Botafogo RJ,5.5,3.75,1.62,1.8,2013,2.0
43,Corinthians,Brazil,2013-11-14,BR1,1,1,0,Coritiba,3.0,3.0,2.5,2.88,2013,1.4
44,Atletico-PR,Brazil,2013-11-14,BR1,1,1,2,Criciuma,3.4,3.5,2.1,1.9,2013,1.9
45,Bahia,Brazil,2013-11-14,BR1,1,0,3,Santos,4.2,3.5,1.85,2.15,2013,1.67
46,Flamengo RJ,Brazil,2013-11-14,BR1,1,0,2,Sao Paulo,2.9,3.3,2.4,2.15,2013,1.67
47,Cruzeiro,Brazil,2013-11-14,BR1,1,3,1,Vitoria,2.9,3.25,2.4,1.95,2013,1.85
48,Ponte Preta,Brazil,2013-11-13,BR1,1,0,2,Goias,5.75,3.75,1.6,1.85,2013,1.95
49,Vasco,Brazil,2013-11-13,BR1,1,0,1,Gremio,5.0,3.6,1.7,2.1,2013,1.7
50,Sao Paulo,Brazil,2013-11-10,BR1,1,0,3,Atletico-PR,2.9,3.25,2.4,2.1,2013,1.7
51,Fluminense,Brazil,2013-11-10,BR1,1,0,1,Corinthians,3.1,3.1,2.38,2.6,2013,1.48
52,Gremio,Brazil,2013-11-10,BR1,1,0,3,Cruzeiro,5.75,3.5,1.65,2.3,2013,1.6
53,Goias,Brazil,2013-11-10,BR1,1,1,1,Flamengo RJ,3.0,3.25,2.38,2.2,2013,1.65
54,Botafogo RJ,Brazil,2013-11-10,BR1,1,1,2,Internacional,3.75,3.4,2.0,1.9,2013,1.9
55,Criciuma,Brazil,2013-11-10,BR1,1,1,0,Nautico,2.15,3.4,3.25,1.85,2013,1.95
56,Vitoria,Brazil,2013-11-10,BR1,1,3,0,Ponte Preta,3.1,3.2,2.3,2.2,2013,1.65
57,Santos,Brazil,2013-11-10,BR1,1,2,2,Vasco,4.5,3.6,1.75,2.0,2013,1.8
58,Atletico-MG,Brazil,2013-11-09,BR1,1,0,0,Bahia,2.7,3.2,2.63,2.5,2013,1.5
59,Coritiba,Brazil,2013-11-09,BR1,1,0,0,Portuguesa,3.5,3.4,2.05,2.0,2013,1.8
60,Nautico,Brazil,2013-11-03,BR1,1,0,5,Atletico-MG,13.0,6.0,1.22,1.5,2013,2.5
61,Internacional,Brazil,2013-11-03,BR1,1,0,1,Atletico-PR,3.1,3.3,2.3,2.2,2013,1.65
62,Ponte Preta,Brazil,2013-11-03,BR1,1,1,1,Criciuma,3.5,3.3,2.1,2.0,2013,1.8
63,Fluminense,Brazil,2013-11-03,BR1,1,0,1,Flamengo RJ,2.4,3.1,3.1,2.25,2013,1.62
64,Botafogo RJ,Brazil,2013-11-03,BR1,1,0,1,Goias,3.1,3.2,2.3,1.8,2013,2.0
65,Bahia,Brazil,2013-11-03,BR1,1,0,0,Gremio,6.5,3.75,1.55,2.4,2013,1.53
66,Cruzeiro,Brazil,2013-11-03,BR1,1,1,0,Santos,2.3,3.3,3.1,1.85,2013,1.95
67,Corinthians,Brazil,2013-11-03,BR1,1,1,1,Vitoria,3.1,3.25,2.3,2.5,2013,1.5
68,Portuguesa,Brazil,2013-11-02,BR1,1,1,2,Sao Paulo,5.25,3.6,1.67,1.8,2013,2.0
69,Coritiba,Brazil,2013-11-02,BR1,1,1,2,Vasco,4.0,3.4,1.91,1.95,2013,1.85
70,Atletico-PR,Brazil,2013-10-27,BR1,1,1,1,Bahia,3.4,3.1,2.25,2.35,2013,1.57
71,Santos,Brazil,2013-10-27,BR1,1,1,1,Corinthians,3.5,3.1,2.2,2.5,2013,1.5
72,Gremio,Brazil,2013-10-27,BR1,1,0,4,Coritiba,3.2,3.0,2.4,2.6,2013,1.48
73,Vitoria,Brazil,2013-10-27,BR1,1,3,2,Fluminense,5.0,3.6,1.7,2.15,2013,1.67
74,Sao Paulo,Brazil,2013-10-27,BR1,1,3,2,Internacional,3.75,3.3,2.0,2.1,2013,1.7
75,Goias,Brazil,2013-10-27,BR1,1,2,0,Nautico,2.55,3.3,2.7,1.7,2013,2.1
76,Vasco,Brazil,2013-10-27,BR1,1,1,2,Ponte Preta,3.2,3.25,2.25,2.1,2013,1.7
77,Flamengo RJ,Brazil,2013-10-27,BR1,1,0,0,Portuguesa,2.2,3.3,3.25,1.95,2013,1.85
78,Atletico-MG,Brazil,2013-10-26,BR1,1,0,1,Botafogo RJ,3.0,3.4,2.3,2.08,2013,1.73
79,Criciuma,Brazil,2013-10-26,BR1,1,3,5,Cruzeiro,9.0,5.0,1.33,1.5,2013,2.5
80,Flamengo RJ,Brazil,2013-10-20,BR1,1,0,1,Atletico-MG,3.3,3.25,2.2,2.0,2013,1.8
81,Sao Paulo,Brazil,2013-10-20,BR1,1,1,0,Bahia,2.5,3.0,3.0,2.35,2013,1.57
82,Vasco,Brazil,2013-10-20,BR1,1,2,2,Botafogo RJ,3.25,3.25,2.25,1.95,2013,1.85
83,Criciuma,Brazil,2013-10-20,BR1,1,0,1,Corinthians,4.75,3.6,1.75,2.15,2013,1.67
84,Cruzeiro,Brazil,2013-10-20,BR1,1,1,2,Coritiba,2.4,3.3,2.9,2.05,2013,1.75
85,Atletico-PR,Brazil,2013-10-20,BR1,1,0,3,Goias,3.4,3.3,2.15,1.95,2013,1.85
86,Gremio,Brazil,2013-10-20,BR1,1,2,2,Internacional,3.6,3.1,2.15,2.5,2013,1.5
87,Vitoria,Brazil,2013-10-20,BR1,1,1,1,Portuguesa,3.6,3.4,2.05,1.95,2013,1.85
88,Ponte Preta,Brazil,2013-10-19,BR1,1,1,1,Fluminense,5.25,3.5,1.7,2.35,2013,1.57
89,Santos,Brazil,2013-10-19,BR1,1,5,1,Nautico,2.5,3.25,2.8,2.05,2013,1.75
90,Goias,Brazil,2013-10-18,BR1,1,2,0,Vasco,3.1,3.5,2.2,1.8,2013,2.0
91,Botafogo RJ,Brazil,2013-10-18,BR1,1,0,1,Vitoria,2.7,3.3,2.6,1.85,2013,1.95
92,Atletico-MG,Brazil,2013-10-17,BR1,1,0,1,Atletico-PR,4.0,3.3,1.95,2.05,2013,1.75
93,Portuguesa,Brazil,2013-10-17,BR1,1,3,1,Criciuma,3.4,3.4,2.1,1.8,2013,2.0
94,Fluminense,Brazil,2013-10-17,BR1,1,0,1,Cruzeiro,5.75,4.5,1.5,1.73,2013,2.08
95,Bahia,Brazil,2013-10-17,BR1,1,1,2,Flamengo RJ,6.5,3.8,1.53,2.05,2013,1.75
96,Corinthians,Brazil,2013-10-17,BR1,1,0,1,Gremio,3.5,3.3,2.1,3.1,2013,1.36
97,Coritiba,Brazil,2013-10-17,BR1,1,0,1,Ponte Preta,3.5,3.4,2.05,2.1,2013,1.7
98,Internacional,Brazil,2013-10-17,BR1,1,0,0,Santos,2.88,3.2,2.5,2.0,2013,1.8
99,Nautico,Brazil,2013-10-17,BR1,1,0,3,Sao Paulo,10.0,5.0,1.3,1.6,2013,2.3
100,Cruzeiro,Brazil,2013-10-13,BR1,1,0,1,Atletico-MG,2.6,3.3,2.63,1.8,2013,2.0
101,Portuguesa,Brazil,2013-10-13,BR1,1,0,1,Atletico-PR,5.0,3.75,1.67,1.85,2013,1.95
102,Flamengo RJ,Brazil,2013-10-13,BR1,1,1,2,Botafogo RJ,2.63,3.25,2.63,2.15,2013,1.67
103,Vasco,Brazil,2013-10-13,BR1,1,2,3,Criciuma,2.9,3.3,2.38,1.9,2013,1.9
104,Bahia,Brazil,2013-10-13,BR1,1,1,3,Goias,4.75,3.5,1.75,2.15,2013,1.67
105,Nautico,Brazil,2013-10-13,BR1,1,1,4,Internacional,10.0,5.0,1.3,1.67,2013,2.15
106,Ponte Preta,Brazil,2013-10-13,BR1,1,1,2,Santos,3.8,3.3,2.0,2.08,2013,1.73
107,Corinthians,Brazil,2013-10-13,BR1,1,0,0,Sao Paulo,3.3,3.0,2.3,2.7,2013,1.44
108,Gremio,Brazil,2013-10-12,BR1,1,1,1,Fluminense,3.3,3.2,2.25,2.5,2013,1.5
109,Coritiba,Brazil,2013-10-12,BR1,1,1,2,Vitoria,4.2,3.5,1.85,2.2,2013,1.65
110,Internacional,Brazil,2013-10-11,BR1,1,1,2,Flamengo RJ,3.3,3.25,2.2,2.1,2013,1.7
111,Goias,Brazil,2013-10-11,BR1,1,2,1,Portuguesa,5.25,3.75,1.65,1.8,2013,2.0
112,Vitoria,Brazil,2013-10-10,BR1,1,0,2,Bahia,2.75,3.2,2.6,2.15,2013,1.67
113,Atletico-PR,Brazil,2013-10-10,BR1,1,0,0,Corinthians,3.75,3.3,2.0,2.25,2013,1.62
114,Santos,Brazil,2013-10-10,BR1,1,0,1,Coritiba,3.3,3.25,2.2,2.0,2013,1.8
115,Sao Paulo,Brazil,2013-10-10,BR1,1,2,0,Cruzeiro,7.0,3.75,1.53,1.67,2013,2.15
116,Criciuma,Brazil,2013-10-10,BR1,1,2,1,Gremio,7.5,4.2,1.44,1.95,2013,1.85
117,Botafogo RJ,Brazil,2013-10-10,BR1,1,3,1,Nautico,2.2,3.3,3.3,1.8,2013,2.0
118,Atletico-MG,Brazil,2013-10-10,BR1,1,0,2,Ponte Preta,2.88,3.2,2.5,2.1,2013,1.7
119,Fluminense,Brazil,2013-10-10,BR1,1,0,1,Vasco,2.45,3.3,2.8,2.0,2013,1.8
120,Corinthians,Brazil,2013-10-06,BR1,1,0,0,Atletico-MG,3.8,3.3,2.0,2.4,2013,1.53
121,Coritiba,Brazil,2013-10-06,BR1,1,1,2,Atletico-PR,3.8,3.4,1.95,2.05,2013,1.75
122,Ponte Preta,Brazil,2013-10-06,BR1,1,1,1,Bahia,3.75,3.4,2.0,2.4,2013,1.53
123,Vasco,Brazil,2013-10-06,BR1,1,1,1,Flamengo RJ,3.4,3.3,2.15,2.05,2013,1.75
124,Criciuma,Brazil,2013-10-06,BR1,1,1,1,Goias,6.0,3.6,1.6,1.8,2013,2.0
125,Fluminense,Brazil,2013-10-06,BR1,1,0,1,Internacional,4.5,3.75,1.75,2.05,2013,1.75
126,Cruzeiro,Brazil,2013-10-06,BR1,1,4,1,Nautico,1.57,4.0,5.75,1.75,2013,2.05
127,Santos,Brazil,2013-10-06,BR1,1,0,3,Portuguesa,3.2,3.25,2.25,2.0,2013,1.8
128,Vitoria,Brazil,2013-10-06,BR1,1,2,3,Sao Paulo,5.0,3.75,1.67,1.9,2013,1.9
129,Gremio,Brazil,2013-10-05,BR1,1,1,0,Botafogo RJ,3.3,3.4,2.15,2.25,2013,1.62
130,Internacional,Brazil,2013-10-04,BR1,1,1,3,Vasco,2.38,3.25,3.0,2.0,2013,1.8
131,Ponte Preta,Brazil,2013-10-04,BR1,1,0,4,Atletico-MG,8.5,4.75,1.36,1.73,2013,2.08
132,Bahia,Brazil,2013-10-03,BR1,1,0,2,Corinthians,5.5,3.5,1.67,2.4,2013,1.53
133,Flamengo RJ,Brazil,2013-10-03,BR1,1,2,0,Coritiba,2.88,3.0,2.63,2.15,2013,1.67
134,Portuguesa,Brazil,2013-10-03,BR1,1,0,4,Cruzeiro,8.5,4.33,1.4,1.57,2013,2.35
135,Botafogo RJ,Brazil,2013-10-03,BR1,1,1,1,Fluminense,3.1,3.2,2.3,2.1,2013,1.7
136,Atletico-PR,Brazil,2013-10-03,BR1,1,0,1,Gremio,4.75,3.6,1.73,2.05,2013,1.75
137,Sao Paulo,Brazil,2013-10-03,BR1,1,0,3,Santos,2.38,3.2,3.0,2.1,2013,1.7
138,Goias,Brazil,2013-10-03,BR1,1,1,2,Vitoria,4.0,3.4,1.91,2.0,2013,1.8
139,Nautico,Brazil,2013-10-02,BR1,1,2,1,Ponte Preta,6.0,3.75,1.57,2.05,2013,1.75
140,Santos,Brazil,2013-09-29,BR1,1,1,3,Atletico-MG,5.0,3.75,1.67,1.95,2013,1.85
141,Vitoria,Brazil,2013-09-29,BR1,1,5,3,Atletico-PR,5.75,4.2,1.53,1.85,2013,1.95
142,Vasco,Brazil,2013-09-29,BR1,1,0,0,Bahia,3.3,3.3,2.2,2.1,2013,1.7
143,Ponte Preta,Brazil,2013-09-29,BR1,1,1,0,Botafogo RJ,6.0,3.8,1.57,1.95,2013,1.85
144,Criciuma,Brazil,2013-09-29,BR1,1,1,4,Flamengo RJ,6.5,4.0,1.5,1.85,2013,1.95
145,Cruzeiro,Brazil,2013-09-29,BR1,1,2,1,Internacional,2.5,3.2,2.8,1.95,2013,1.85
146,Corinthians,Brazil,2013-09-29,BR1,1,0,4,Portuguesa,2.0,3.3,3.75,2.4,2013,1.53
147,Gremio,Brazil,2013-09-29,BR1,1,1,0,Sao Paulo,3.9,3.4,1.95,2.4,2013,1.53
148,Fluminense,Brazil,2013-09-28,BR1,1,2,1,Goias,2.8,3.25,2.5,2.6,2013,1.48
149,Coritiba,Brazil,2013-09-28,BR1,1,0,3,Nautico,2.5,3.25,2.8,2.15,2013,1.67
150,Atletico-MG,Brazil,2013-09-26,BR1,1,1,1,Criciuma,2.1,3.3,3.5,2.1,2013,1.7
151,Nautico,Brazil,2013-09-26,BR1,1,1,1,Santos,8.5,4.75,1.36,1.73,2013,2.08
152,Vasco,Brazil,2013-09-22,BR1,1,1,2,Atletico-MG,6.0,3.8,1.57,1.85,2013,1.95
153,Ponte Preta,Brazil,2013-09-22,BR1,1,0,1,Atletico-PR,6.0,3.8,1.57,1.9,2013,1.9
154,Bahia,Brazil,2013-09-22,BR1,1,2,1,Botafogo RJ,6.0,4.33,1.5,1.85,2013,1.95
155,Cruzeiro,Brazil,2013-09-22,BR1,1,0,0,Corinthians,2.5,3.1,2.9,2.35,2013,1.57
156,Sao Paulo,Brazil,2013-09-22,BR1,1,0,1,Goias,2.65,3.0,2.8,2.25,2013,1.62
157,Portuguesa,Brazil,2013-09-22,BR1,1,1,0,Internacional,6.5,3.8,1.53,1.85,2013,1.95
158,Flamengo RJ,Brazil,2013-09-22,BR1,1,0,0,Nautico,2.05,3.3,3.6,2.25,2013,1.62
159,Criciuma,Brazil,2013-09-22,BR1,1,1,2,Santos,5.5,3.75,1.62,1.9,2013,1.9
160,Gremio,Brazil,2013-09-22,BR1,1,0,0,Vitoria,2.75,3.2,2.6,2.4,2013,1.53
161,Coritiba,Brazil,2013-09-21,BR1,1,1,1,Fluminense,6.0,3.8,1.57,2.3,2013,1.6
162,Internacional,Brazil,2013-09-20,BR1,1,0,2,Bahia,2.7,3.2,2.63,2.4,2013,1.53
163,Atletico-PR,Brazil,2013-09-20,BR1,1,4,2,Flamengo RJ,3.2,3.25,2.25,2.25,2013,1.62
164,Nautico,Brazil,2013-09-20,BR1,1,0,3,Portuguesa,7.5,4.2,1.44,1.67,2013,2.15
165,Goias,Brazil,2013-09-19,BR1,1,2,2,Coritiba,5.0,3.6,1.73,2.1,2013,1.7
166,Fluminense,Brazil,2013-09-19,BR1,1,2,1,Criciuma,2.38,3.2,3.0,2.0,2013,1.8
167,Botafogo RJ,Brazil,2013-09-19,BR1,1,0,3,Cruzeiro,6.0,3.75,1.57,1.65,2013,2.2
168,Santos,Brazil,2013-09-19,BR1,1,1,1,Gremio,6.0,3.75,1.57,2.1,2013,1.7
169,Corinthians,Brazil,2013-09-19,BR1,1,0,2,Ponte Preta,1.95,3.3,4.0,2.6,2013,1.48
170,Atletico-MG,Brazil,2013-09-19,BR1,1,0,1,Sao Paulo,3.4,3.4,2.1,2.05,2013,1.75
171,Vitoria,Brazil,2013-09-19,BR1,1,2,1,Vasco,6.5,3.8,1.53,1.8,2013,2.0
172,Goias,Brazil,2013-09-15,BR1,1,2,1,Corinthians,5.5,3.75,1.62,2.15,2013,1.67
173,Bahia,Brazil,2013-09-15,BR1,1,2,2,Coritiba,5.25,3.5,1.7,2.4,2013,1.53
174,Internacional,Brazil,2013-09-15,BR1,1,1,0,Criciuma,2.0,3.5,3.6,1.85,2013,1.95
175,Portuguesa,Brazil,2013-09-15,BR1,1,1,2,Fluminense,4.75,3.6,1.75,2.0,2013,1.8
176,Atletico-MG,Brazil,2013-09-15,BR1,1,1,0,Gremio,3.6,3.3,2.05,2.35,2013,1.57
177,Flamengo RJ,Brazil,2013-09-15,BR1,1,1,1,Ponte Preta,2.63,3.3,2.63,2.4,2013,1.53
178,Botafogo RJ,Brazil,2013-09-15,BR1,1,2,1,Santos,2.6,3.2,2.7,2.1,2013,1.7
179,Sao Paulo,Brazil,2013-09-15,BR1,1,2,0,Vasco,2.88,3.3,2.4,1.95,2013,1.85
180,Nautico,Brazil,2013-09-15,BR1,1,1,2,Vitoria,6.0,3.8,1.57,2.0,2013,1.8
181,Atletico-PR,Brazil,2013-09-14,BR1,1,0,1,Cruzeiro,6.0,4.0,1.55,1.7,2013,2.1
182,Coritiba,Brazil,2013-09-13,BR1,1,0,3,Atletico-MG,6.0,4.1,1.55,1.95,2013,1.85
183,Santos,Brazil,2013-09-13,BR1,1,1,2,Flamengo RJ,4.2,3.4,1.91,2.35,2013,1.57
184,Vitoria,Brazil,2013-09-13,BR1,1,2,2,Internacional,9.5,5.0,1.33,1.65,2013,2.2
185,Ponte Preta,Brazil,2013-09-13,BR1,1,0,1,Sao Paulo,7.5,4.33,1.44,1.9,2013,1.9
186,Fluminense,Brazil,2013-09-12,BR1,1,1,1,Atletico-PR,4.0,3.5,1.91,2.1,2013,1.7
187,Criciuma,Brazil,2013-09-12,BR1,1,2,2,Bahia,4.5,3.5,1.8,2.2,2013,1.65
188,Corinthians,Brazil,2013-09-12,BR1,1,0,1,Botafogo RJ,4.0,3.25,2.0,2.25,2013,1.62
189,Cruzeiro,Brazil,2013-09-12,BR1,1,2,1,Goias,2.05,3.4,3.6,1.9,2013,1.9
190,Gremio,Brazil,2013-09-12,BR1,1,2,0,Nautico,1.91,3.5,4.0,2.08,2013,1.73
191,Vasco,Brazil,2013-09-12,BR1,1,0,2,Portuguesa,3.0,3.4,2.3,1.85,2013,1.95
192,Santos,Brazil,2013-09-11,BR1,1,2,1,Internacional,6.5,3.8,1.55,1.95,2013,1.85
193,Nautico,Brazil,2013-09-08,BR1,1,0,0,Corinthians,12.0,4.75,1.3,2.08,2013,1.73
194,Sao Paulo,Brazil,2013-09-08,BR1,1,0,2,Coritiba,2.5,3.25,2.8,2.35,2013,1.57
195,Botafogo RJ,Brazil,2013-09-08,BR1,1,2,1,Criciuma,2.8,3.4,2.4,1.67,2013,2.15
196,Flamengo RJ,Brazil,2013-09-08,BR1,1,0,1,Cruzeiro,7.0,4.33,1.44,1.73,2013,2.08
197,Portuguesa,Brazil,2013-09-08,BR1,1,2,3,Gremio,5.5,3.75,1.62,2.05,2013,1.75
198,Atletico-PR,Brazil,2013-09-08,BR1,1,0,0,Vasco,2.75,3.3,2.5,1.8,2013,2.0
199,Bahia,Brazil,2013-09-07,BR1,1,0,1,Fluminense,5.5,3.75,1.62,2.15,2013,1.67
200,Internacional,Brazil,2013-09-07,BR1,1,3,1,Ponte Preta,2.05,3.4,3.5,2.05,2013,1.75
201,Goias,Brazil,2013-09-07,BR1,1,0,1,Santos,3.5,3.3,2.1,2.05,2013,1.75
202,Atletico-MG,Brazil,2013-09-07,BR1,1,1,1,Vitoria,2.25,3.25,3.2,2.0,2013,1.8
203,Coritiba,Brazil,2013-09-06,BR1,1,1,3,Botafogo RJ,5.0,3.6,1.7,1.95,2013,1.85
204,Vasco,Brazil,2013-09-06,BR1,1,3,0,Nautico,2.6,3.25,2.7,1.9,2013,1.9
205,Criciuma,Brazil,2013-09-06,BR1,1,2,1,Sao Paulo,7.0,4.33,1.44,1.73,2013,2.08
206,Fluminense,Brazil,2013-09-05,BR1,1,2,2,Atletico-MG,4.33,3.4,1.85,2.0,2013,1.8
207,Santos,Brazil,2013-09-05,BR1,1,1,2,Atletico-PR,5.0,3.6,1.7,1.9,2013,1.9
208,Cruzeiro,Brazil,2013-09-05,BR1,1,3,1,Bahia,1.91,3.4,4.0,2.08,2013,1.73
209,Vitoria,Brazil,2013-09-05,BR1,1,1,2,Flamengo RJ,6.5,3.9,1.53,1.95,2013,1.85
210,Corinthians,Brazil,2013-09-05,BR1,1,0,1,Internacional,3.4,3.1,2.25,2.3,2013,1.6
211,Ponte Preta,Brazil,2013-09-05,BR1,1,1,2,Portuguesa,4.5,3.5,1.8,1.95,2013,1.85
212,Gremio,Brazil,2013-09-04,BR1,1,0,2,Goias,2.63,3.2,2.7,2.5,2013,1.5
213,Sao Paulo,Brazil,2013-09-04,BR1,1,1,0,Nautico,1.91,3.4,4.0,2.08,2013,1.73
214,Sao Paulo,Brazil,2013-09-01,BR1,1,0,0,Botafogo RJ,3.2,3.2,2.3,2.0,2013,1.8
215,Flamengo RJ,Brazil,2013-09-01,BR1,1,0,4,Corinthians,5.0,3.25,1.8,2.4,2013,1.53
216,Internacional,Brazil,2013-09-01,BR1,1,0,0,Coritiba,2.63,3.3,2.63,2.0,2013,1.8
217,Vasco,Brazil,2013-09-01,BR1,1,3,5,Cruzeiro,8.0,4.5,1.4,1.57,2013,2.35
218,Santos,Brazil,2013-09-01,BR1,1,2,0,Fluminense,4.0,3.3,1.95,2.05,2013,1.75
219,Criciuma,Brazil,2013-09-01,BR1,1,1,0,Vitoria,4.0,3.5,1.91,1.8,2013,2.0
220,Atletico-MG,Brazil,2013-08-31,BR1,1,0,0,Goias,2.9,3.3,2.4,2.05,2013,1.75
221,Ponte Preta,Brazil,2013-08-31,BR1,1,0,1,Gremio,8.0,4.0,1.45,2.15,2013,1.67
222,Atletico-PR,Brazil,2013-08-31,BR1,1,4,1,Nautico,2.7,3.3,2.6,2.0,2013,1.8
223,Bahia,Brazil,2013-08-31,BR1,1,2,4,Portuguesa,3.4,3.3,2.15,2.35,2013,1.57
224,Portuguesa,Brazil,2013-08-25,BR1,1,1,2,Atletico-MG,6.5,3.8,1.55,1.95,2013,1.85
225,Botafogo RJ,Brazil,2013-08-25,BR1,1,0,2,Atletico-PR,3.2,3.4,2.2,1.7,2013,2.1
226,Nautico,Brazil,2013-08-25,BR1,1,0,2,Bahia,5.5,3.5,1.67,2.2,2013,1.65
227,Coritiba,Brazil,2013-08-25,BR1,1,1,2,Criciuma,3.2,3.2,2.29,2.04,2013,1.75
228,Goias,Brazil,2013-08-25,BR1,1,3,3,Internacional,7.0,4.0,1.5,1.9,2013,1.9
229,Fluminense,Brazil,2013-08-25,BR1,1,1,2,Sao Paulo,4.33,3.6,1.8,2.25,2013,1.62
230,Corinthians,Brazil,2013-08-25,BR1,1,1,1,Vasco,1.91,3.6,3.75,2.29,2013,1.6
231,Gremio,Brazil,2013-08-24,BR1,1,1,0,Flamengo RJ,3.2,3.0,2.4,2.4,2013,1.53
