Mae
"8,7"
"9,4"
"6,6"
6
"6,9"
"5,4"
"5,3"
"8,9"
"10,1"
"9,6"
"9,3"
"5,3"
"7,3"
"6,7"
"5,8"
"4,7"
"5,6"
"5,9"
"5,4"
"7,6"
4
"7,4"
"6,3"
"5,9"
10
"6,5"
"8,6"
"7,7"
9
"7,9"
